yaw, pitch, roll, rawX (accel), rawY, rawZ, tmp36, Time (HH:MM:SS), Date (MM/DD/YY),GPS Fix, Fix Quality, Latitude, Longitude, knots, altitude, # of satellite fixes
122.90,-6.18,2.20,121.82,-5.65,-1.16,0.00,13:26:11.0,8/28/14,1,0,4120.1142N, 8309.9638W,0.58,0.00,0
120.81,-7.06,-1.41,38.33,15.75,228.35,72.62,13:26:11.203,8/28/14,1,1,4120.1142N, 8309.9638W,0.78,174.20,9
121.48,-6.53,-0.05,10.88,-0.98,229.38,73.20,13:26:11.406,8/28/14,1,1,4120.1147N, 8309.9638W,0.78,174.40,9
121.93,-6.39,-0.06,25.08,4.92,233.47,69.72,13:26:11.406,8/28/14,1,1,4120.1147N, 8309.9638W,0.88,174.40,9
122.13,-5.65,-0.03,31.70,-8.86,235.52,72.62,13:26:11.609,8/28/14,1,1,4120.1152N, 8309.9648W,0.88,174.60,9
122.65,-6.15,-0.20,25.08,2.95,237.57,72.62,13:26:11.609,8/28/14,1,1,4120.1152N, 8309.9648W,0.91,174.60,9
122.76,-6.07,-0.36,28.87,0.00,227.33,72.62,13:26:11.796,8/28/14,1,1,4120.1152N, 8309.9648W,0.82,174.70,10
123.02,-6.34,-0.51,25.08,-2.95,231.42,72.62,13:26:12.0,8/28/14,1,1,4120.1152N, 8309.9648W,0.82,174.80,10
123.38,-6.22,-0.44,22.24,-2.95,232.45,72.62,13:26:12.0,8/28/14,1,1,4120.1152N, 8309.9648W,0.76,174.80,10
123.68,-6.37,-0.38,33.60,-3.94,228.35,72.62,13:26:12.203,8/28/14,1,1,4120.1152N, 8309.9658W,0.76,174.90,10
124.11,-6.19,-0.34,26.97,1.97,232.45,77.26,13:26:12.203,8/28/14,1,1,4120.1152N, 8309.9658W,0.69,174.90,10
124.37,-6.10,-0.33,24.13,0.00,229.38,73.20,13:26:12.406,8/28/14,1,1,4120.1152N, 8309.9658W,0.57,175.00,10
124.63,-6.04,-0.28,22.24,0.98,232.45,72.62,13:26:12.609,8/28/14,1,1,4120.1152N, 8309.9658W,0.57,175.10,10
124.76,-6.37,-0.40,22.24,-1.97,245.76,72.62,13:26:12.609,8/28/14,1,1,4120.1152N, 8309.9658W,0.49,175.10,10
124.91,-6.34,-0.08,23.19,-3.94,230.40,72.62,13:26:12.796,8/28/14,1,1,4120.1152N, 8309.9667W,0.49,175.20,10
125.03,-6.24,-0.15,24.13,-2.95,228.35,72.62,13:26:12.796,8/28/14,1,1,4120.1152N, 8309.9667W,0.38,175.20,10
125.26,-6.12,-0.14,24.13,0.00,228.35,72.62,13:26:13.0,8/28/14,1,1,4120.1152N, 8309.9667W,0.33,175.20,10
125.84,-6.17,-0.26,26.97,2.95,234.50,74.94,13:26:13.203,8/28/14,1,1,4120.1152N, 8309.9677W,0.33,175.30,10
126.20,-6.01,-0.27,24.13,-1.97,230.40,73.78,13:26:13.203,8/28/14,1,1,4120.1152N, 8309.9677W,0.23,175.30,10
126.11,-5.79,-0.32,26.97,1.97,230.40,72.62,13:26:13.406,8/28/14,1,1,4120.1152N, 8309.9677W,0.16,175.30,10
126.03,-5.88,-0.48,24.13,0.00,231.42,72.62,13:26:13.609,8/28/14,1,1,4120.1152N, 8309.9677W,0.16,175.40,10
125.87,-6.40,-0.35,23.19,-4.92,230.40,72.62,13:26:13.609,8/28/14,1,1,4120.1152N, 8309.9677W,0.13,175.40,10
125.81,-6.39,-0.33,30.76,2.95,234.50,72.62,13:26:13.796,8/28/14,1,1,4120.1152N, 8309.9677W,0.13,175.40,10
125.80,-5.91,-0.52,25.08,-5.91,234.50,69.14,13:26:13.796,8/28/14,1,1,4120.1152N, 8309.9677W,0.11,175.40,10
125.90,-6.15,-0.63,19.40,7.88,232.45,70.88,13:26:14.0,8/28/14,1,1,4120.1152N, 8309.9687W,0.08,175.50,10
125.66,-5.94,-0.63,22.24,-3.94,228.35,76.10,13:26:14.203,8/28/14,1,1,4120.1157N, 8309.9687W,0.08,175.50,10
125.41,-6.18,-0.41,24.13,-6.89,226.30,69.14,13:26:14.203,8/28/14,1,1,4120.1157N, 8309.9687W,0.08,175.50,10
125.31,-5.97,-0.17,17.51,0.00,231.42,68.56,13:26:14.406,8/28/14,1,1,4120.1157N, 8309.9687W,0.08,175.50,10
125.08,-6.49,-0.20,28.87,0.98,234.50,72.62,13:26:14.406,8/28/14,1,1,4120.1157N, 8309.9687W,0.11,175.50,10
125.39,-6.62,-0.19,30.76,2.95,231.42,72.62,13:26:14.609,8/28/14,1,1,4120.1157N, 8309.9687W,0.16,175.60,10
126.01,-6.84,0.00,26.97,8.86,231.42,72.62,13:26:14.796,8/28/14,1,1,4120.1157N, 8309.9697W,0.16,175.60,10
126.58,-6.92,0.02,27.92,0.98,231.42,72.62,13:26:14.796,8/28/14,1,1,4120.1157N, 8309.9697W,0.19,175.60,10
126.53,-6.86,-0.17,25.08,0.00,226.30,71.46,13:26:15.0,8/28/14,1,1,4120.1157N, 8309.9697W,0.19,175.60,10
126.43,-8.03,-0.15,35.49,-4.92,229.38,78.42,13:26:15.0,8/28/14,1,1,4120.1157N, 8309.9697W,0.20,175.60,10
126.53,-8.10,-0.29,30.76,1.97,232.45,73.20,13:26:15.203,8/28/14,1,1,4120.1157N, 8309.9697W,0.21,175.60,10
127.24,-8.35,-0.08,34.54,0.00,225.28,72.62,13:26:15.406,8/28/14,1,1,4120.1162N, 8309.9697W,0.21,175.70,10
128.21,-7.58,-0.24,18.45,-8.86,234.50,73.20,13:26:15.406,8/28/14,1,1,4120.1162N, 8309.9697W,0.21,175.70,10
127.83,-8.11,-0.01,40.22,-12.80,226.30,72.62,13:26:15.609,8/28/14,1,1,4120.1166N, 8309.9697W,0.18,175.70,10
127.76,-8.02,-0.09,23.19,1.97,233.47,73.20,13:26:15.796,8/28/14,1,1,4120.1166N, 8309.9697W,0.18,175.70,10
127.62,-8.10,0.01,35.49,-2.95,227.33,72.62,13:26:15.796,8/28/14,1,1,4120.1166N, 8309.9697W,0.15,175.70,10
127.53,-8.27,0.21,30.76,0.98,223.23,74.94,13:26:16.0,8/28/14,1,1,4120.1166N, 8309.9697W,0.15,175.70,10
127.48,-8.29,0.08,37.38,0.00,231.42,73.20,13:26:16.0,8/28/14,1,1,4120.1166N, 8309.9697W,0.13,175.70,10
127.45,-8.36,0.28,30.76,0.00,226.30,73.20,13:26:16.203,8/28/14,1,1,4120.1166N, 8309.9697W,0.12,175.80,10
127.42,-8.37,0.24,34.54,0.00,226.30,72.62,13:26:16.406,8/28/14,1,1,4120.1166N, 8309.9707W,0.12,175.80,10
127.38,-7.97,0.44,22.24,4.92,232.45,73.20,13:26:16.406,8/28/14,1,1,4120.1166N, 8309.9707W,0.13,175.80,10
127.36,-8.17,0.24,31.70,1.97,232.45,73.20,13:26:16.609,8/28/14,1,1,4120.1166N, 8309.9707W,0.13,175.80,10
127.30,-8.09,0.25,34.54,4.92,232.45,73.20,13:26:16.609,8/28/14,1,1,4120.1166N, 8309.9707W,0.14,175.80,10
127.27,-8.34,0.28,33.60,0.98,225.28,73.20,13:26:16.796,8/28/14,1,1,4120.1171N, 8309.9707W,0.16,175.80,10
126.94,-8.17,0.56,40.22,5.91,229.38,78.42,13:26:17.0,8/28/14,1,1,4120.1171N, 8309.9707W,0.16,175.80,10
126.78,-7.82,0.40,22.24,-7.88,233.47,69.72,13:26:17.0,8/28/14,1,1,4120.1171N, 8309.9707W,0.18,175.80,10
126.82,-7.65,0.26,26.03,0.98,230.40,73.20,13:26:17.203,8/28/14,1,1,4120.1171N, 8309.9707W,0.19,175.80,10
126.79,-7.58,0.26,30.76,0.00,224.26,73.20,13:26:17.203,8/28/14,1,1,4120.1171N, 8309.9707W,0.19,175.80,10
126.79,-7.72,0.32,25.08,3.94,235.52,73.20,13:26:17.406,8/28/14,1,1,4120.1171N, 8309.9707W,0.20,175.80,10
126.58,-8.92,0.29,31.70,5.91,230.40,73.20,13:26:17.609,8/28/14,1,1,4120.1176N, 8309.9707W,0.20,175.90,10
126.42,-11.23,-0.28,54.42,-6.89,225.28,73.20,13:26:17.609,8/28/14,1,1,4120.1176N, 8309.9707W,0.21,175.90,10
126.76,-13.04,-0.94,55.36,-6.89,223.23,78.42,13:26:17.796,8/28/14,1,1,4120.1176N, 8309.9707W,0.19,175.90,10
127.08,-11.24,-0.49,39.28,-0.98,226.30,78.42,13:26:18.0,8/28/14,1,1,4120.1176N, 8309.9707W,0.19,175.90,10
127.28,-9.38,-0.23,34.54,-1.97,229.38,73.20,13:26:18.0,8/28/14,1,1,4120.1176N, 8309.9707W,0.19,175.90,10
127.34,-8.07,-0.07,26.03,4.92,231.42,73.20,13:26:18.203,8/28/14,1,1,4120.1176N, 8309.9707W,0.19,175.90,10
127.25,-8.30,0.18,42.11,-0.98,229.38,73.20,13:26:18.203,8/28/14,1,1,4120.1176N, 8309.9707W,0.19,175.90,10
127.22,-8.26,0.20,32.65,1.97,230.40,72.62,13:26:18.406,8/28/14,1,1,4120.1176N, 8309.9707W,0.19,175.90,9
127.24,-6.94,0.27,22.24,2.95,231.42,73.20,13:26:18.609,8/28/14,1,1,4120.1176N, 8309.9707W,0.19,175.90,9
127.17,-6.83,0.30,27.92,-0.98,227.33,73.20,13:26:18.609,8/28/14,1,1,4120.1176N, 8309.9707W,0.17,175.90,9
127.08,-6.13,0.32,26.97,8.86,233.47,78.42,13:26:18.796,8/28/14,1,1,4120.1176N, 8309.9697W,0.17,175.90,9
126.98,-6.15,0.11,17.51,0.98,236.54,74.36,13:26:18.796,8/28/14,1,1,4120.1176N, 8309.9697W,0.14,175.90,9
126.80,-5.65,-0.02,26.03,2.95,234.50,72.62,13:26:19.0,8/28/14,1,1,4120.1176N, 8309.9697W,0.12,176.00,9
126.76,-5.91,0.52,15.62,-7.88,228.35,73.20,13:26:19.203,8/28/14,1,1,4120.1176N, 8309.9697W,0.12,176.00,9
126.79,-6.22,0.56,26.97,12.80,232.45,73.20,13:26:19.203,8/28/14,1,1,4120.1176N, 8309.9697W,0.09,176.00,9
126.59,-6.75,0.44,26.97,2.95,235.52,73.20,13:26:19.406,8/28/14,1,1,4120.1176N, 8309.9697W,0.08,176.00,9
126.61,-7.32,0.73,38.33,0.98,232.45,73.20,13:26:19.609,8/28/14,1,1,4120.1176N, 8309.9697W,0.08,176.00,9
126.46,-8.71,0.18,38.33,5.91,228.35,75.52,13:26:19.609,8/28/14,1,1,4120.1176N, 8309.9697W,0.08,176.00,9
126.62,-9.96,-0.12,50.63,-2.95,222.21,74.94,13:26:19.796,8/28/14,1,1,4120.1176N, 8309.9697W,0.08,176.00,9
126.78,-8.64,0.16,15.62,0.98,233.47,72.62,13:26:19.796,8/28/14,1,1,4120.1176N, 8309.9697W,0.07,176.00,9
126.73,-6.60,0.95,39.28,-5.91,226.30,73.20,13:26:20.0,8/28/14,1,1,4120.1176N, 8309.9697W,0.07,176.00,9
126.67,-7.66,0.54,21.29,0.00,231.42,73.20,13:26:20.203,8/28/14,1,1,4120.1176N, 8309.9697W,0.07,176.00,9
126.61,-6.77,0.91,28.87,0.00,228.35,73.20,13:26:20.203,8/28/14,1,1,4120.1176N, 8309.9697W,0.07,176.00,9
126.55,-7.51,0.66,29.81,1.97,231.42,73.20,13:26:20.406,8/28/14,1,1,4120.1176N, 8309.9697W,0.07,176.00,9
126.52,-7.04,0.63,30.76,-1.97,231.42,73.20,13:26:20.406,8/28/14,1,1,4120.1176N, 8309.9697W,0.08,176.00,9
126.46,-7.25,0.56,28.87,5.91,230.40,78.42,13:26:20.609,8/28/14,1,1,4120.1176N, 8309.9697W,0.12,176.00,9
126.40,-7.50,0.31,29.81,2.95,224.26,74.94,13:26:20.796,8/28/14,1,1,4120.1176N, 8309.9707W,0.12,176.00,9
126.38,-6.79,0.63,26.97,12.80,227.33,73.20,13:26:20.796,8/28/14,1,1,4120.1176N, 8309.9707W,0.13,176.00,9
126.42,-6.57,0.54,26.97,11.82,229.38,73.20,13:26:21.0,8/28/14,1,1,4120.1176N, 8309.9707W,0.13,176.00,10
126.49,-6.06,0.48,8.04,-9.85,226.30,73.20,13:26:21.0,8/28/14,1,1,4120.1176N, 8309.9707W,0.14,176.00,10
126.12,-5.80,0.61,22.24,-3.94,233.47,73.20,13:26:21.203,8/28/14,1,1,4120.1176N, 8309.9707W,0.16,176.00,10
126.15,-6.02,0.61,21.29,2.95,232.45,78.42,13:26:21.406,8/28/14,1,1,4120.1176N, 8309.9707W,0.16,176.00,10
125.94,-5.79,0.86,21.29,1.97,225.28,78.42,13:26:21.406,8/28/14,1,1,4120.1176N, 8309.9707W,0.17,176.00,10
126.00,-5.47,0.60,26.97,-4.92,235.52,74.94,13:26:21.609,8/28/14,1,1,4120.1176N, 8309.9707W,0.19,176.00,10
126.16,-5.45,0.61,13.72,4.92,230.40,73.20,13:26:21.796,8/28/14,1,1,4120.1176N, 8309.9707W,0.19,176.00,10
125.99,-5.73,0.50,28.87,1.97,233.47,73.20,13:26:21.796,8/28/14,1,1,4120.1176N, 8309.9707W,0.20,176.00,10
125.77,-5.58,1.03,18.45,1.97,234.50,73.20,13:26:22.0,8/28/14,1,1,4120.1176N, 8309.9707W,0.20,176.10,10
125.64,-5.61,0.91,23.19,-2.95,230.40,73.20,13:26:22.0,8/28/14,1,1,4120.1176N, 8309.9707W,0.21,176.10,10
125.62,-5.46,0.97,17.51,4.92,230.40,73.78,13:26:22.203,8/28/14,1,1,4120.1176N, 8309.9707W,0.22,176.10,10
125.49,-5.45,1.05,19.40,3.94,228.35,78.42,13:26:22.406,8/28/14,1,1,4120.1176N, 8309.9707W,0.22,176.10,10
125.26,-5.71,0.92,29.81,4.92,233.47,79.00,13:26:22.406,8/28/14,1,1,4120.1176N, 8309.9707W,0.23,176.10,10
125.11,-6.61,0.53,39.28,2.95,230.40,73.20,13:26:22.609,8/28/14,1,1,4120.1176N, 8309.9707W,0.23,176.10,10
125.16,-6.96,0.21,25.08,9.85,231.42,70.30,13:26:22.609,8/28/14,1,1,4120.1176N, 8309.9707W,0.23,176.10,10
125.28,-7.24,0.30,23.19,1.97,234.50,73.20,13:26:22.796,8/28/14,1,1,4120.1176N, 8309.9707W,0.23,176.10,10
125.42,-6.61,0.44,34.54,0.98,230.40,73.20,13:26:23.0,8/28/14,1,1,4120.1176N, 8309.9707W,0.23,176.10,10
125.58,-5.72,0.01,17.51,7.88,234.50,73.20,13:26:23.0,8/28/14,1,1,4120.1176N, 8309.9707W,0.23,176.10,10
125.54,-6.22,0.03,23.19,-3.94,226.30,78.42,13:26:23.203,8/28/14,1,1,4120.1176N, 8309.9707W,0.23,176.10,10
125.56,-5.65,-0.05,20.35,-3.94,232.45,70.88,13:26:23.406,8/28/14,1,1,4120.1176N, 8309.9707W,0.23,176.10,10
125.64,-6.06,-0.10,26.03,-1.97,228.35,73.20,13:26:23.406,8/28/14,1,1,4120.1176N, 8309.9707W,0.24,176.10,10
125.60,-5.76,0.29,25.08,-3.94,228.35,73.20,13:26:23.609,8/28/14,1,1,4120.1176N, 8309.9707W,0.24,176.10,10
125.70,-6.32,0.26,25.08,0.00,232.45,73.20,13:26:23.609,8/28/14,1,1,4120.1176N, 8309.9707W,0.22,176.10,10
125.59,-6.00,0.10,38.33,-2.95,225.28,73.20,13:26:23.796,8/28/14,1,1,4120.1176N, 8309.9707W,0.22,176.10,10
125.70,-5.87,0.34,7.10,3.94,230.40,73.20,13:26:24.0,8/28/14,1,1,4120.1176N, 8309.9707W,0.22,176.10,10
125.58,-5.85,0.41,41.17,-3.94,225.28,77.26,13:26:24.0,8/28/14,1,1,4120.1176N, 8309.9707W,0.21,176.10,10
125.60,-6.20,0.40,24.13,0.98,238.59,73.78,13:26:24.203,8/28/14,1,1,4120.1176N, 8309.9697W,0.21,176.10,10
125.60,-6.08,0.40,18.45,4.92,236.54,73.78,13:26:24.203,8/28/14,1,1,4120.1176N, 8309.9697W,0.21,176.10,10
125.53,-7.17,0.74,26.97,-5.91,230.40,73.20,13:26:24.406,8/28/14,1,1,4120.1176N, 8309.9697W,0.19,176.10,10
125.62,-6.94,0.50,30.76,0.00,233.47,73.20,13:26:24.609,8/28/14,1,1,4120.1176N, 8309.9697W,0.19,176.10,10
125.70,-6.57,0.24,21.29,7.88,231.42,73.20,13:26:24.609,8/28/14,1,1,4120.1176N, 8309.9697W,0.16,176.10,10
125.75,-6.72,0.08,26.03,-2.95,228.35,73.20,13:26:24.796,8/28/14,1,1,4120.1176N, 8309.9697W,0.16,176.10,10
125.82,-6.14,-0.03,27.92,4.92,231.42,78.42,13:26:24.796,8/28/14,1,1,4120.1176N, 8309.9697W,0.15,176.10,10
125.84,-6.18,-0.19,23.19,-0.98,231.42,73.78,13:26:25.0,8/28/14,1,1,4120.1176N, 8309.9697W,0.14,176.10,10
125.83,-6.19,-0.12,24.13,-0.98,231.42,73.20,13:26:25.203,8/28/14,1,1,4120.1176N, 8309.9697W,0.14,176.10,10
125.85,-6.22,-0.02,24.13,0.98,232.45,73.20,13:26:25.203,8/28/14,1,1,4120.1176N, 8309.9697W,0.13,176.10,10
125.86,-6.20,-0.06,26.03,0.98,232.45,73.20,13:26:25.406,8/28/14,1,1,4120.1176N, 8309.9697W,0.13,176.10,10
125.85,-6.18,-0.08,23.19,-1.97,229.38,73.20,13:26:25.609,8/28/14,1,1,4120.1176N, 8309.9697W,0.13,176.10,10
125.83,-6.34,0.11,25.08,0.98,232.45,73.78,13:26:25.609,8/28/14,1,1,4120.1176N, 8309.9697W,0.13,176.10,10
125.82,-6.69,0.37,25.08,0.00,228.35,78.42,13:26:25.796,8/28/14,1,1,4120.1176N, 8309.9697W,0.13,176.10,10
125.83,-6.81,0.39,26.97,0.98,235.52,74.94,13:26:25.796,8/28/14,1,1,4120.1176N, 8309.9697W,0.14,176.10,10
125.85,-7.05,0.34,26.03,0.98,232.45,73.78,13:26:26.0,8/28/14,1,1,4120.1176N, 8309.9697W,0.13,176.10,10
125.89,-6.86,0.34,26.03,1.97,231.42,73.20,13:26:26.203,8/28/14,1,1,4120.1176N, 8309.9697W,0.13,176.10,10
126.00,-6.30,-0.13,25.08,5.91,231.42,73.20,13:26:26.203,8/28/14,1,1,4120.1176N, 8309.9697W,0.13,176.10,10
125.94,-6.11,0.09,16.56,-5.91,225.28,73.20,13:26:26.406,8/28/14,1,1,4120.1176N, 8309.9697W,0.13,176.10,10
125.72,-6.39,0.46,29.81,13.78,232.45,73.20,13:26:26.406,8/28/14,1,1,4120.1176N, 8309.9697W,0.13,176.10,10
125.70,-6.80,0.56,26.97,2.95,232.45,73.78,13:26:26.609,8/28/14,1,1,4120.1176N, 8309.9697W,0.11,176.10,10
125.68,-6.96,0.60,31.70,3.94,229.38,78.42,13:26:26.796,8/28/14,1,1,4120.1176N, 8309.9697W,0.11,176.10,10
125.61,-7.11,0.57,26.97,8.86,232.45,74.36,13:26:26.796,8/28/14,1,1,4120.1176N, 8309.9697W,0.10,176.10,10
125.61,-7.46,0.50,27.92,4.92,228.35,73.20,13:26:27.0,8/28/14,1,1,4120.1176N, 8309.9697W,0.11,176.10,10
125.70,-8.14,0.30,46.85,6.89,232.45,73.20,13:26:27.0,8/28/14,1,1,4120.1176N, 8309.9697W,0.11,176.10,10
125.79,-5.74,0.04,9.94,-9.85,224.26,73.20,13:26:27.203,8/28/14,1,1,4120.1176N, 8309.9697W,0.12,176.10,10
125.75,-4.41,0.55,20.35,11.82,234.50,73.20,13:26:27.406,8/28/14,1,1,4120.1176N, 8309.9697W,0.12,176.10,10
125.62,-5.03,0.00,22.24,-1.97,233.47,73.20,13:26:27.406,8/28/14,1,1,4120.1176N, 8309.9697W,0.12,176.10,10
125.55,-4.72,0.42,15.62,-2.95,229.38,77.84,13:26:27.609,8/28/14,1,1,4120.1176N, 8309.9697W,0.14,176.10,10
125.45,-5.12,0.26,17.51,0.00,233.47,78.42,13:26:27.796,8/28/14,1,1,4120.1181N, 8309.9697W,0.14,176.10,10
125.36,-4.81,0.38,23.19,3.94,233.47,74.94,13:26:27.796,8/28/14,1,1,4120.1181N, 8309.9697W,0.16,176.10,10
125.31,-4.98,0.20,24.13,2.95,234.50,73.20,13:26:28.0,8/28/14,1,1,4120.1181N, 8309.9697W,0.16,176.10,10
125.29,-4.92,0.36,16.56,-1.97,234.50,73.20,13:26:28.0,8/28/14,1,1,4120.1181N, 8309.9697W,0.18,176.10,10
125.25,-5.02,0.48,15.62,-0.98,230.40,73.20,13:26:28.203,8/28/14,1,1,4120.1181N, 8309.9697W,0.20,176.10,10
125.15,-5.42,0.69,23.19,7.88,231.42,73.20,13:26:28.406,8/28/14,1,1,4120.1181N, 8309.9697W,0.20,176.10,10
125.08,-6.02,0.86,26.03,6.89,228.35,73.20,13:26:28.406,8/28/14,1,1,4120.1181N, 8309.9697W,0.21,176.10,10
125.04,-6.20,1.03,27.92,6.89,230.40,78.42,13:26:28.609,8/28/14,1,1,4120.1181N, 8309.9697W,0.21,176.10,10
125.06,-6.44,0.95,32.65,7.88,232.45,79.00,13:26:28.609,8/28/14,1,1,4120.1181N, 8309.9697W,0.23,176.10,10
125.14,-6.53,1.00,33.60,13.78,234.50,73.20,13:26:28.796,8/28/14,1,1,4120.1176N, 8309.9697W,0.24,176.10,10
125.35,-5.72,0.86,10.88,-10.83,226.30,73.20,13:26:29.0,8/28/14,1,1,4120.1176N, 8309.9697W,0.24,176.10,10
125.30,-5.20,0.27,24.13,4.92,232.45,73.20,13:26:29.0,8/28/14,1,1,4120.1176N, 8309.9697W,0.22,176.10,10
125.10,-4.54,-0.20,17.51,0.00,230.40,73.20,13:26:29.203,8/28/14,1,1,4120.1176N, 8309.9697W,0.21,176.20,10
125.03,-5.02,0.19,13.72,-5.91,228.35,73.20,13:26:29.406,8/28/14,1,1,4120.1176N, 8309.9697W,0.21,176.20,10
125.04,-5.24,0.34,21.29,0.00,229.38,77.26,13:26:29.406,8/28/14,1,1,4120.1176N, 8309.9697W,0.21,176.20,10
125.11,-5.97,0.86,32.65,13.78,234.50,73.78,13:26:29.609,8/28/14,1,1,4120.1176N, 8309.9697W,0.20,176.20,10
125.18,-6.85,0.78,26.03,5.91,229.38,74.36,13:26:29.796,8/28/14,1,1,4120.1176N, 8309.9697W,0.21,176.20,10
125.30,-7.35,0.85,23.19,9.85,231.42,73.78,13:26:30.0,8/28/14,1,1,4120.1176N, 8309.9697W,0.21,176.20,10
125.36,-7.42,0.79,34.54,2.95,233.47,73.20,13:26:30.203,8/28/14,1,1,4120.1176N, 8309.9697W,0.21,176.20,10
125.41,-7.49,0.73,43.06,2.95,226.30,73.20,13:26:30.203,8/28/14,1,1,4120.1176N, 8309.9697W,0.22,176.20,10
125.63,-5.89,0.31,2.37,0.00,229.38,73.78,13:26:30.406,8/28/14,1,1,4120.1176N, 8309.9697W,0.21,176.20,10
125.55,-4.47,0.56,22.24,5.91,234.50,78.42,13:26:30.609,8/28/14,1,1,4120.1176N, 8309.9697W,0.21,176.20,10
125.48,-5.77,-0.08,19.40,-1.97,227.33,73.20,13:26:30.609,8/28/14,1,1,4120.1176N, 8309.9697W,0.21,176.20,10
125.45,-5.99,1.01,39.28,10.83,233.47,73.20,13:26:30.796,8/28/14,1,1,4120.1176N, 8309.9697W,0.21,176.20,10
125.65,-7.15,0.55,26.03,4.92,232.45,73.20,13:26:30.796,8/28/14,1,1,4120.1176N, 8309.9697W,0.19,176.20,10
126.41,-7.71,0.30,41.17,-4.92,228.35,73.20,13:26:31.0,8/28/14,1,1,4120.1176N, 8309.9697W,0.19,176.20,10
127.20,-7.44,0.67,14.67,2.95,228.35,73.20,13:26:31.203,8/28/14,1,1,4120.1176N, 8309.9697W,0.19,176.20,10
127.00,-7.63,0.85,40.22,-11.82,233.47,73.20,13:26:31.203,8/28/14,1,1,4120.1176N, 8309.9697W,0.17,176.20,10
126.96,-7.68,0.69,24.13,0.00,233.47,78.42,13:26:31.406,8/28/14,1,1,4120.1176N, 8309.9697W,0.16,176.20,10
126.93,-8.02,0.44,30.76,-1.97,230.40,74.94,13:26:31.609,8/28/14,1,1,4120.1176N, 8309.9697W,0.16,176.20,10
126.84,-7.25,0.76,31.70,0.00,229.38,73.78,13:26:31.609,8/28/14,1,1,4120.1176N, 8309.9697W,0.15,176.20,10
126.79,-7.85,0.44,26.03,5.91,229.38,73.20,13:26:31.796,8/28/14,1,1,4120.1176N, 8309.9697W,0.15,176.20,10
126.79,-7.81,0.31,57.26,-2.95,227.33,73.20,13:26:31.796,8/28/14,1,1,4120.1176N, 8309.9697W,0.13,176.20,10
126.71,-4.53,0.48,0.47,2.95,232.45,73.20,13:26:32.0,8/28/14,1,1,4120.1176N, 8309.9687W,0.13,176.20,10
126.37,-4.32,0.18,20.35,-0.98,231.42,73.20,13:26:32.203,8/28/14,1,1,4120.1176N, 8309.9687W,0.13,176.20,10
126.31,-4.94,-0.01,23.19,4.92,231.42,73.78,13:26:32.203,8/28/14,1,1,4120.1176N, 8309.9687W,0.14,176.20,10
126.24,-5.01,0.07,20.35,-0.98,231.42,78.42,13:26:32.406,8/28/14,1,1,4120.1176N, 8309.9687W,0.14,176.20,10
126.13,-5.08,0.05,17.51,-0.98,231.42,73.78,13:26:32.406,8/28/14,1,1,4120.1176N, 8309.9687W,0.14,176.20,10
126.00,-4.75,0.15,17.51,2.95,229.38,73.20,13:26:32.609,8/28/14,1,1,4120.1176N, 8309.9687W,0.14,176.20,10
125.90,-5.53,-0.08,25.08,-2.95,230.40,73.78,13:26:32.796,8/28/14,1,1,4120.1176N, 8309.9687W,0.14,176.20,10
125.86,-5.23,0.10,17.51,2.95,231.42,73.78,13:26:32.796,8/28/14,1,1,4120.1176N, 8309.9687W,0.12,176.20,10
125.81,-5.38,0.10,22.24,0.00,232.45,73.20,13:26:33.0,8/28/14,1,1,4120.1176N, 8309.9687W,0.11,176.20,10
125.79,-5.26,0.06,22.24,0.98,232.45,73.20,13:26:33.203,8/28/14,1,1,4120.1176N, 8309.9687W,0.11,176.20,10
125.77,-5.24,0.04,20.35,-0.98,229.38,78.42,13:26:33.203,8/28/14,1,1,4120.1176N, 8309.9687W,0.11,176.20,10
125.73,-5.01,0.10,20.35,-0.98,233.47,78.42,13:26:33.406,8/28/14,1,1,4120.1176N, 8309.9687W,0.11,176.20,10
125.67,-4.85,0.12,22.24,0.00,232.45,73.78,13:26:33.406,8/28/14,1,1,4120.1176N, 8309.9687W,0.11,176.20,10
125.64,-4.88,0.00,18.45,1.97,232.45,73.20,13:26:33.609,8/28/14,1,1,4120.1176N, 8309.9687W,0.12,176.20,10
125.60,-4.88,0.01,20.35,0.00,231.42,73.20,13:26:33.796,8/28/14,1,1,4120.1176N, 8309.9687W,0.12,176.20,10
125.57,-4.87,0.01,18.45,0.98,232.45,73.20,13:26:33.796,8/28/14,1,1,4120.1176N, 8309.9687W,0.12,176.20,10
125.55,-4.87,0.02,20.35,0.00,232.45,73.20,13:26:34.0,8/28/14,1,1,4120.1176N, 8309.9687W,0.12,176.20,10
125.53,-4.83,0.01,19.40,0.98,231.42,76.68,13:26:34.0,8/28/14,1,1,4120.1176N, 8309.9687W,0.13,176.20,10
125.50,-4.82,0.06,18.45,0.98,233.47,79.00,13:26:34.203,8/28/14,1,1,4120.1176N, 8309.9687W,0.15,176.20,10
125.47,-4.81,0.05,19.40,0.00,232.45,74.36,13:26:34.406,8/28/14,1,1,4120.1176N, 8309.9687W,0.15,176.20,10
125.44,-4.72,0.08,16.56,0.00,229.38,73.20,13:26:34.406,8/28/14,1,1,4120.1176N, 8309.9687W,0.16,176.20,10
125.40,-4.82,0.20,21.29,0.98,233.47,73.20,13:26:34.609,8/28/14,1,1,4120.1176N, 8309.9687W,0.16,176.20,10
