yaw, pitch, roll, rawX (accel), rawY, rawZ, tmp36, Time (HH:MM:SS), Date (MM/DD/YY),GPS Fix, Fix Quality, Latitude, Longitude, knots, altitude, # of satellite fixes
130.68,-4.53,-4.67,12.78,-10.83,272.38,31.43,15:44:32.593,8/28/14,0,0,, , , ,
131.43,-4.04,-5.40,-2.37,-21.66,239.62,31.43,15:44:32.593,8/28/14,0,0,, , , ,
132.39,-4.89,-5.45,16.56,-18.71,235.52,31.43,15:44:32.781,8/28/14,0,0,, , , ,
132.65,-2.83,-4.48,-2.37,-6.89,226.30,31.43,15:44:32.781,8/28/14,0,0,, , , ,
133.36,-3.03,-5.01,14.67,-9.85,270.34,34.33,15:44:32.984,8/28/14,0,0,, , , ,
133.90,-2.23,-7.34,2.37,-30.52,248.83,30.85,15:44:33.171,8/28/14,0,0,, , , ,
134.61,-2.48,-6.58,12.78,-18.71,244.74,30.85,15:44:33.171,8/28/14,0,0,, , , ,
134.87,-0.76,-5.13,-2.37,-10.83,217.09,31.43,15:44:33.390,8/28/14,0,0,, , , ,
135.75,-1.64,-6.07,15.62,-18.71,249.86,32.01,15:44:33.578,8/28/14,0,0,, , , ,
136.48,-1.54,-6.93,7.10,-30.52,253.95,30.85,15:44:33.578,8/28/14,0,0,, , , ,
137.29,-1.12,-5.50,9.94,-15.75,262.14,30.85,15:44:33.796,8/28/14,0,0,, , , ,
138.00,-0.81,-5.34,6.15,-21.66,227.33,30.85,15:44:33.796,8/28/14,0,0,, , , ,
138.66,-0.23,-4.77,7.10,-20.68,210.94,33.75,15:44:33.984,8/28/14,0,0,, , , ,
139.30,0.82,-3.54,1.42,-8.86,241.66,30.85,15:44:34.187,8/28/14,0,0,, , , ,
140.43,-0.28,-5.03,8.04,-21.66,217.09,30.85,15:44:34.187,8/28/14,0,0,, , , ,
141.50,-0.13,-6.14,11.83,-32.49,238.59,30.27,15:44:34.375,8/28/14,0,0,, , , ,
142.34,1.08,-3.77,-1.42,-10.83,242.69,34.33,15:44:34.375,8/28/14,0,0,, , , ,
143.65,0.43,-3.26,7.10,-17.72,243.71,30.85,15:44:34.593,8/28/14,0,0,, , , ,
145.10,-0.19,-4.43,3.31,-30.52,224.26,30.27,15:44:34.781,8/28/14,0,0,, , , ,
146.68,-1.17,-2.99,8.99,-12.80,224.26,30.27,15:44:34.781,8/28/14,0,0,, , , ,
148.06,-0.48,-2.71,-3.31,-17.72,238.59,30.85,15:44:34.984,8/28/14,0,0,, , , ,
149.82,-1.55,-4.08,10.88,-21.66,226.30,33.75,15:44:35.171,8/28/14,0,0,, , , ,
151.46,-1.09,-3.74,2.37,-16.74,222.21,30.27,15:44:35.171,8/28/14,0,0,, , , ,
153.21,-0.95,-2.98,5.21,-13.78,235.52,30.27,15:44:35.390,8/28/14,0,0,, , , ,
155.10,-0.93,-3.33,-0.47,-19.69,209.92,30.27,15:44:35.390,8/28/14,0,0,, , , ,
157.25,-1.87,-3.18,8.04,-12.80,252.93,31.43,15:44:35.578,8/28/14,0,0,, , , ,
159.39,-1.65,-3.66,-0.47,-18.71,230.40,30.27,15:44:35.796,8/28/14,0,0,, , , ,
161.62,-2.28,-3.93,11.83,-18.71,249.86,30.27,15:44:35.796,8/28/14,0,0,, , , ,
163.48,-1.43,-3.27,-1.42,-14.77,243.71,29.69,15:44:38.234,8/28/14,0,0,, , , ,
165.44,-3.01,-3.44,10.88,-15.75,249.86,34.33,15:44:38.234,8/28/14,0,0,, , , ,
166.80,-2.88,-3.95,1.42,-23.63,231.42,30.27,15:44:38.453,8/28/14,0,0,, , , ,
167.51,-3.18,-2.06,8.04,-3.94,253.95,30.27,15:44:38.656,8/28/14,0,0,, , , ,
167.53,-2.32,-2.58,0.47,-12.80,235.52,30.27,15:44:38.656,8/28/14,0,0,, , , ,
167.34,-3.17,-3.81,10.88,-21.66,230.40,34.33,15:44:38.859,8/28/14,0,0,, , , ,
166.18,-1.65,-2.27,1.42,-7.88,241.66,30.27,15:44:39.46,8/28/14,0,0,, , , ,
164.69,-0.99,-1.95,2.37,-4.92,233.47,30.27,15:44:39.46,8/28/14,0,0,, , , ,
163.27,-2.59,-4.54,9.94,-23.63,250.88,25.63,15:44:39.265,8/28/14,0,0,, , , ,
161.55,-2.89,-4.46,0.47,-13.78,253.95,32.59,15:44:39.265,8/28/14,0,0,, , , ,
159.44,-3.34,-2.79,8.99,-2.95,250.88,30.27,15:44:39.437,8/28/14,0,0,, , , ,
157.21,-4.36,-4.32,8.99,-16.74,234.50,29.69,15:44:39.625,8/28/14,0,0,, , , ,
154.81,-4.60,-4.79,10.88,-13.78,235.52,29.69,15:44:39.625,8/28/14,0,0,, , , ,
152.01,-3.44,-4.26,3.31,-7.88,253.95,29.69,15:44:39.843,8/28/14,0,0,, , , ,
149.27,-3.66,-5.07,15.62,-18.71,261.12,34.33,15:44:39.843,8/28/14,0,0,, , , ,
146.19,-2.83,-5.28,3.31,-20.68,250.88,29.69,15:44:40.31,8/28/14,0,0,, , , ,
143.11,-2.93,-4.20,9.94,-7.88,244.74,29.69,15:44:40.234,8/28/14,0,0,, , , ,
139.74,-2.50,-4.92,4.26,-15.75,231.42,29.69,15:44:40.234,8/28/14,0,0,, , , ,
136.36,-2.19,-5.61,6.15,-18.71,242.69,31.43,15:44:40.421,8/28/14,0,0,, , , ,
132.78,-2.38,-4.80,7.10,-13.78,240.64,29.69,15:44:40.640,8/28/14,0,0,, , , ,
129.21,-2.31,-4.78,8.04,-12.80,250.88,29.69,15:44:40.640,8/28/14,0,0,, , , ,
125.60,-2.78,-4.73,9.94,-16.74,264.19,30.27,15:44:40.828,8/28/14,0,0,, , , ,
121.92,-2.62,-4.75,8.04,-19.69,263.17,30.27,15:44:40.828,8/28/14,0,0,, , , ,
118.13,-2.65,-3.98,6.15,-7.88,254.98,29.69,15:44:41.46,8/28/14,0,0,, , , ,
114.71,-2.64,-5.58,9.94,-26.58,251.90,29.69,15:44:41.234,8/28/14,0,0,, , , ,
111.23,-2.93,-5.29,9.94,-20.68,237.57,29.69,15:44:41.234,8/28/14,0,0,, , , ,
108.10,-1.53,-3.97,1.42,-7.88,260.10,30.85,15:44:41.437,8/28/14,0,0,, , , ,
105.84,-2.56,-5.19,9.94,-18.71,223.23,29.69,15:44:41.625,8/28/14,0,0,, , , ,
104.12,-2.60,-6.10,6.15,-21.66,223.23,29.69,15:44:41.625,8/28/14,0,0,, , , ,
102.53,-2.42,-3.67,8.04,-12.80,240.64,29.69,15:44:41.843,8/28/14,0,0,, , , ,
101.35,-1.85,-3.04,-1.42,-17.72,237.57,30.85,15:44:41.843,8/28/14,0,0,, , , ,
100.67,-3.52,-3.49,11.83,-22.65,234.50,29.69,15:44:42.31,8/28/14,0,0,, , , ,
100.04,-2.89,-3.61,8.04,-17.72,245.76,25.63,15:44:42.234,8/28/14,0,0,, , , ,
99.53,-2.17,-2.89,10.88,-11.82,234.50,29.69,15:44:42.234,8/28/14,0,0,, , , ,
99.16,-0.65,-2.91,7.10,-19.69,231.42,34.33,15:44:42.421,8/28/14,0,0,, , , ,
98.99,0.30,-2.75,5.21,-15.75,228.35,29.69,15:44:42.421,8/28/14,0,0,, , , ,
99.23,0.64,-2.84,3.31,-7.88,243.71,29.69,15:44:42.640,8/28/14,0,0,, , , ,
100.08,-1.04,-5.09,14.67,-21.66,268.29,29.69,15:44:42.812,8/28/14,0,0,, , , ,
100.89,-0.71,-7.26,10.88,-34.46,240.64,33.75,15:44:42.812,8/28/14,0,0,, , , ,
101.34,0.72,-5.40,0.47,-14.77,262.14,29.69,15:44:43.31,8/28/14,0,0,, , , ,
102.53,0.48,-5.47,4.26,-21.66,248.83,29.69,15:44:43.218,8/28/14,0,0,, , , ,
104.09,-1.46,-6.01,8.04,-29.54,209.92,29.69,15:44:43.218,8/28/14,0,0,, , , ,
105.39,-1.16,-3.39,5.21,-18.71,215.04,29.69,15:44:43.421,8/28/14,0,0,, , , ,
106.64,-0.80,-1.24,1.42,-8.86,219.14,30.27,15:44:43.421,8/28/14,0,0,, , , ,
108.24,-1.24,-2.50,3.31,-21.66,215.04,29.69,15:44:43.625,8/28/14,0,0,, , , ,
110.04,-1.71,-3.41,9.94,-19.69,243.71,29.69,15:44:43.843,8/28/14,0,0,, , , ,
111.98,-1.25,-3.61,0.47,-14.77,234.50,34.33,15:44:43.843,8/28/14,0,0,, , , ,
114.23,-2.09,-5.15,9.94,-22.65,236.54,29.69,15:44:44.31,8/28/14,0,0,, , , ,
116.63,-2.23,-6.24,2.37,-26.58,219.14,29.69,15:44:44.234,8/28/14,0,0,, , , ,
118.86,-2.73,-4.64,10.88,-18.71,242.69,29.69,15:44:44.234,8/28/14,0,0,, , , ,
120.87,-1.62,-3.79,-3.31,-16.74,252.93,34.33,15:44:44.421,8/28/14,0,0,, , , ,
123.07,-3.22,-3.76,12.78,-23.63,260.10,29.69,15:44:44.421,8/28/14,0,0,, , , ,
125.07,-2.98,-3.40,6.15,-27.57,265.22,29.69,15:44:44.625,8/28/14,0,0,, , , ,
126.84,-3.05,-1.42,4.26,-10.83,249.86,29.69,15:44:44.812,8/28/14,0,0,, , , ,
128.53,-2.93,-1.98,3.31,-19.69,229.38,34.33,15:44:44.812,8/28/14,0,0,, , , ,
130.16,-3.29,-2.44,9.94,-14.77,228.35,29.69,15:44:45.0,8/28/14,0,0,, , , ,
131.54,-1.50,-2.67,0.47,-7.88,242.69,29.69,15:44:45.0,8/28/14,0,0,, , , ,
133.17,-2.08,-5.04,11.83,-20.68,271.36,29.69,15:44:45.203,8/28/14,0,0,, , , ,
134.59,-1.23,-6.78,7.10,-32.49,263.17,34.33,15:44:45.234,8/28/14,0,0,, , , ,
135.66,-0.06,-4.19,5.21,-12.80,253.95,29.69,15:44:45.234,8/28/14,0,0,, , , ,
136.94,-0.03,-3.41,6.15,-21.66,269.31,29.69,15:44:45.281,8/28/14,0,0,, , , ,
138.47,-0.91,-3.33,5.21,-16.74,231.42,25.63,15:44:45.390,8/28/14,0,0,, , , ,
140.22,-0.93,-2.66,2.37,-15.75,222.21,29.69,15:44:45.390,8/28/14,0,0,, , , ,
141.92,-2.11,-2.08,7.10,-11.82,231.42,30.27,15:44:45.500,8/28/14,0,0,, , , ,
143.32,-1.84,-2.14,0.47,-13.78,218.11,29.69,15:44:45.500,8/28/14,0,0,, , , ,
144.35,-2.24,-1.86,7.10,-7.88,231.42,29.69,15:44:45.687,8/28/14,0,0,, , , ,
144.94,-1.93,-1.95,0.47,-12.80,232.45,34.33,15:44:45.906,8/28/14,0,0,, , , ,
145.09,-2.88,-1.76,4.26,-6.89,215.04,29.69,15:44:45.906,8/28/14,0,0,, , , ,
144.85,-3.64,-2.23,-0.47,-10.83,226.30,29.69,15:44:46.93,8/28/14,0,0,, , , ,
144.27,-4.77,-3.23,10.88,-9.85,242.69,29.69,15:44:46.296,8/28/14,0,0,, , , ,
143.20,-3.91,-4.14,-0.47,-15.75,245.76,29.11,15:44:46.296,8/28/14,0,0,, , , ,
141.69,-4.42,-4.16,18.45,-15.75,265.22,29.69,15:44:46.484,8/28/14,0,0,, , , ,
139.38,-2.48,-3.73,-1.42,-15.75,245.76,29.69,15:44:46.484,8/28/14,0,0,, , , ,
136.89,-3.27,-2.61,8.99,-5.91,229.38,29.69,15:44:46.703,8/28/14,0,0,, , , ,
134.14,-3.24,-2.79,4.26,-7.88,229.38,29.69,15:44:46.890,8/28/14,0,0,, , , ,
131.49,-3.87,-3.43,8.99,-6.89,248.83,33.75,15:44:46.890,8/28/14,0,0,, , , ,
128.89,-3.89,-4.74,9.94,-15.75,257.02,29.69,15:44:47.109,8/28/14,0,0,, , , ,
126.12,-3.32,-5.14,10.88,-7.88,261.12,29.69,15:44:47.296,8/28/14,0,0,, , , ,
123.18,-1.99,-5.71,3.31,-9.85,250.88,29.69,15:44:47.296,8/28/14,0,0,, , , ,
120.32,-2.48,-6.16,15.62,-15.75,248.83,32.01,15:44:47.500,8/28/14,0,0,, , , ,
117.09,-0.47,-5.85,-1.42,-12.80,264.19,29.69,15:44:47.500,8/28/14,0,0,, , , ,
114.11,-1.07,-5.60,9.94,-9.85,265.22,29.69,15:44:47.687,8/28/14,0,0,, , , ,
111.14,-1.23,-6.64,2.37,-17.72,259.07,29.69,15:44:47.906,8/28/14,0,0,, , , ,
108.42,-2.42,-6.47,8.99,-14.77,251.90,34.91,15:44:47.906,8/28/14,0,0,, , , ,
105.60,-2.66,-5.78,6.15,-16.74,259.07,29.69,15:44:48.93,8/28/14,0,0,, , , ,
102.79,-2.88,-5.09,8.99,-18.71,240.64,29.69,15:44:48.93,8/28/14,0,0,, , , ,
99.86,-1.82,-3.56,3.31,-10.83,214.02,29.69,15:44:48.296,8/28/14,0,0,, , , ,
97.24,-0.78,-2.69,5.21,-8.86,250.88,33.75,15:44:48.484,8/28/14,0,0,, , , ,
95.17,-0.66,-3.69,8.99,-21.66,252.93,29.69,15:44:48.484,8/28/14,0,0,, , , ,
93.49,-0.01,-3.54,4.26,-19.69,239.62,29.69,15:44:48.703,8/28/14,0,0,, , , ,
92.70,-0.36,-3.06,3.31,-13.78,227.33,29.69,15:44:48.890,8/28/14,0,0,, , , ,
92.85,-1.31,-3.57,8.04,-21.66,250.88,26.21,15:44:48.890,8/28/14,0,0,, , , ,
93.49,-1.34,-3.19,4.26,-17.72,232.45,30.27,15:44:49.109,8/28/14,0,0,, , , ,
94.62,-0.71,-2.53,1.42,-12.80,248.83,29.69,15:44:49.109,8/28/14,0,0,, , , ,
96.41,-1.28,-3.52,8.04,-19.69,232.45,29.69,15:44:49.296,8/28/14,0,0,, , , ,
98.32,-0.61,-4.17,6.15,-25.60,226.30,34.33,15:44:49.500,8/28/14,0,0,, , , ,
100.43,-0.07,-2.76,3.31,-10.83,253.95,29.69,15:44:49.500,8/28/14,0,0,, , , ,
103.17,-0.33,-3.04,5.21,-17.72,232.45,29.69,15:44:49.687,8/28/14,0,0,, , , ,
106.21,-1.16,-4.08,9.94,-26.58,239.62,29.69,15:44:49.687,8/28/14,0,0,, , , ,
109.22,-0.63,-2.60,2.37,-13.78,234.50,34.91,15:44:49.906,8/28/14,0,0,, , , ,
112.52,-1.05,-2.25,5.21,-15.75,241.66,30.27,15:44:50.93,8/28/14,0,0,, , , ,
116.00,-1.37,-3.34,3.31,-21.66,239.62,29.69,15:44:50.93,8/28/14,0,0,, , , ,
119.49,-1.86,-3.06,10.88,-16.74,250.88,29.69,15:44:50.296,8/28/14,0,0,, , , ,
122.91,-1.16,-3.03,-1.42,-15.75,229.38,29.69,15:44:50.484,8/28/14,0,0,, , , ,
126.63,-2.14,-3.71,6.15,-15.75,231.42,30.27,15:44:50.484,8/28/14,0,0,, , , ,
130.34,-2.40,-4.67,0.47,-20.68,235.52,29.69,15:44:50.703,8/28/14,0,0,, , , ,
134.07,-2.94,-4.74,8.04,-18.71,233.47,29.69,15:44:50.703,8/28/14,0,0,, , , ,
137.41,-1.83,-3.91,-1.42,-8.86,230.40,29.69,15:44:50.890,8/28/14,0,0,, , , ,
140.88,-2.14,-4.44,7.10,-15.75,256.00,30.85,15:44:51.109,8/28/14,0,0,, , , ,
144.28,-2.00,-5.62,5.21,-30.52,234.50,29.69,15:44:51.109,8/28/14,0,0,, , , ,
147.32,-1.72,-3.65,4.26,-12.80,233.47,29.69,15:44:51.296,8/28/14,0,0,, , , ,
150.08,-1.24,-2.57,-2.37,-9.85,236.54,29.69,15:44:51.296,8/28/14,0,0,, , , ,
153.06,-2.75,-4.37,10.88,-21.66,240.64,34.91,15:44:51.500,8/28/14,0,0,, , , ,
155.53,-2.65,-4.40,2.37,-25.60,230.40,29.69,15:44:51.687,8/28/14,0,0,, , , ,
157.18,-2.73,-1.52,8.99,-5.91,258.05,29.69,15:44:51.687,8/28/14,0,0,, , , ,
158.10,-1.32,-1.83,-0.47,-4.92,257.02,29.69,15:44:51.906,8/28/14,0,0,, , , ,
159.19,-2.62,-5.18,13.72,-26.58,235.52,34.33,15:44:52.93,8/28/14,0,0,, , , ,
159.55,-2.71,-4.92,9.94,-20.68,249.86,29.69,15:44:52.93,8/28/14,0,0,, , , ,
159.20,-1.70,-2.21,2.37,0.98,257.02,29.69,15:44:52.296,8/28/14,0,0,, , , ,
158.73,-2.70,-4.48,7.10,-16.74,229.38,29.69,15:44:52.296,8/28/14,0,0,, , , ,
157.85,-2.49,-5.92,11.83,-20.68,239.62,33.17,15:44:52.484,8/28/14,0,0,, , , ,
156.29,-0.62,-4.42,0.47,-4.92,243.71,31.43,15:44:52.703,8/28/14,0,0,, , , ,
154.91,-0.98,-6.06,8.99,-12.80,240.64,29.69,15:44:52.703,8/28/14,0,0,, , , ,
153.39,-1.66,-8.27,9.94,-32.49,244.74,29.69,15:44:52.890,8/28/14,0,0,, , , ,
151.32,-1.30,-5.94,6.15,-5.91,256.00,32.59,15:44:53.109,8/28/14,0,0,, , , ,
149.21,-1.16,-5.41,3.31,-8.86,261.12,30.27,15:44:53.109,8/28/14,0,0,, , , ,
147.52,-2.79,-8.20,15.62,-28.55,245.76,29.69,15:44:53.296,8/28/14,0,0,, , , ,
145.44,-2.33,-7.56,5.21,-19.69,250.88,29.69,15:44:53.296,8/28/14,0,0,, , , ,
143.48,-2.14,-5.74,8.04,-8.86,246.78,29.69,15:44:53.500,8/28/14,0,0,, , , ,
141.86,-1.62,-6.67,7.10,-18.71,232.45,30.85,15:44:53.687,8/28/14,0,0,, , , ,
140.25,-1.45,-6.80,11.83,-21.66,247.81,29.69,15:44:53.687,8/28/14,0,0,, , , ,
138.48,-0.20,-5.46,0.47,-18.71,265.22,29.69,15:44:53.906,8/28/14,0,0,, , , ,
137.34,-0.55,-5.07,8.99,-18.71,233.47,29.69,15:44:53.906,8/28/14,0,0,, , , ,
136.27,0.01,-5.24,3.31,-21.66,216.06,34.33,15:44:54.93,8/28/14,0,0,, , , ,
135.42,0.83,-4.13,2.37,-17.72,202.75,29.69,15:44:54.296,8/28/14,0,0,, , , ,
134.81,0.87,-2.90,6.15,-14.77,238.59,29.69,15:44:54.296,8/28/14,0,0,, , , ,
134.55,0.33,-3.76,4.26,-24.62,251.90,29.69,15:44:54.484,8/28/14,0,0,, , , ,
134.67,-0.87,-3.65,9.94,-23.63,245.76,29.69,15:44:54.703,8/28/14,0,0,, , , ,
134.85,-0.56,-2.73,4.26,-17.72,232.45,30.27,15:44:54.703,8/28/14,0,0,, , , ,
135.12,-0.24,-1.76,8.04,-17.72,233.47,29.69,15:44:54.890,8/28/14,0,0,, , , ,
135.52,0.30,-1.27,2.37,-17.72,259.07,29.69,15:44:54.890,8/28/14,0,0,, , , ,
136.33,-1.47,-1.57,11.83,-17.72,246.78,29.69,15:44:55.109,8/28/14,0,0,, , , ,
137.29,-1.54,-1.82,9.94,-21.66,248.83,34.91,15:44:55.296,8/28/14,0,0,, , , ,
138.15,-0.53,-0.95,8.99,-14.77,235.52,29.69,15:44:55.296,8/28/14,0,0,, , , ,
139.05,0.62,-0.77,2.37,-6.89,249.86,29.69,15:44:55.500,8/28/14,0,0,, , , ,
140.30,0.03,-3.15,4.26,-14.77,216.06,29.69,15:44:55.500,8/28/14,0,0,, , , ,
141.56,-0.28,-4.80,9.94,-21.66,227.33,34.33,15:44:55.687,8/28/14,0,0,, , , ,
143.02,-0.18,-3.75,3.31,-10.83,271.36,31.43,15:44:55.906,8/28/14,0,0,, , , ,
144.89,-1.58,-5.55,6.15,-23.63,227.33,29.69,15:44:56.93,8/28/14,0,0,, , , ,
146.52,-1.44,-4.41,3.31,-10.83,218.11,29.69,15:44:56.296,8/28/14,0,0,, , , ,
148.13,-1.61,-4.82,7.10,-17.72,229.38,30.85,15:44:56.296,8/28/14,0,0,, , , ,
149.19,-1.72,-4.87,4.26,-22.65,233.47,29.69,15:44:56.546,8/28/14,0,0,, , , ,
149.88,-1.10,-3.28,2.37,-10.83,239.62,29.69,15:44:56.734,8/28/14,0,0,, , , ,
150.44,-1.26,-2.99,1.42,-13.78,231.42,34.91,15:44:56.734,8/28/14,0,0,, , , ,
151.08,-2.85,-3.86,12.78,-24.62,234.50,29.69,15:44:56.312,8/28/14,0,0,, , , ,
151.07,-2.44,-1.84,3.31,-7.88,218.11,29.69,15:44:56.312,8/28/14,0,0,, , , ,
150.71,-1.61,-0.26,1.42,0.98,252.93,29.69,15:44:56.531,8/28/14,0,0,, , , ,
150.47,-2.33,-3.37,8.04,-27.57,234.50,34.33,15:44:56.734,8/28/14,0,0,, , , ,
149.95,-2.65,-3.26,10.88,-19.69,245.76,30.85,15:44:56.734,8/28/14,0,0,, , , ,
148.83,-1.29,-0.42,-2.37,-1.97,263.17,29.69,15:44:56.15,8/28/14,0,0,, , , ,
147.79,-2.69,-1.62,8.99,-13.78,229.38,29.69,15:44:56.234,8/28/14,0,0,, , , ,
146.46,-2.53,-2.51,5.21,-19.69,248.83,29.69,15:44:56.234,8/28/14,0,0,, , , ,
144.74,-2.12,-0.58,0.47,-1.97,211.97,30.27,15:44:56.453,8/28/14,0,0,, , , ,
142.85,-2.16,-0.99,-1.42,-1.97,229.38,29.69,15:44:56.453,8/28/14,0,0,, , , ,
141.17,-3.14,-3.54,8.04,-19.69,260.10,29.69,15:44:56.640,8/28/14,0,0,, , , ,
139.15,-3.31,-3.62,4.26,-12.80,240.64,29.69,15:44:56.859,8/28/14,0,0,, , , ,
136.58,-2.35,-2.32,1.42,-1.97,263.17,30.85,15:44:56.859,8/28/14,0,0,, , , ,
134.08,-3.12,-3.70,7.10,-15.75,243.71,29.69,15:44:57.31,8/28/14,0,0,, , , ,
131.24,-2.93,-3.97,4.26,-16.74,238.59,29.69,15:44:57.31,8/28/14,0,0,, , , ,
128.10,-1.98,-2.13,1.42,-4.92,245.76,29.69,15:44:57.218,8/28/14,0,0,, , , ,
125.14,-2.01,-2.44,2.37,-8.86,228.35,34.33,15:44:57.421,8/28/14,0,0,, , , ,
122.27,-1.98,-3.30,4.26,-14.77,253.95,29.69,15:44:57.421,8/28/14,0,0,, , , ,
119.38,-1.53,-2.67,3.31,-6.89,269.31,29.69,15:44:57.390,8/28/14,0,0,, , , ,
116.77,-1.17,-2.99,-3.31,-12.80,241.66,29.69,15:44:57.609,8/28/14,0,0,, , , ,
114.65,-2.43,-3.72,7.10,-15.75,252.93,33.17,15:44:57.609,8/28/14,0,0,, , , ,
112.54,-2.32,-3.52,-3.31,-14.77,229.38,29.69,15:44:57.796,8/28/14,0,0,, , , ,
110.55,-2.83,-2.41,6.15,-6.89,261.12,29.69,15:44:58.0,8/28/14,0,0,, , , ,
108.75,-1.85,-3.59,-3.31,-15.75,258.05,29.69,15:44:58.0,8/28/14,0,0,, , , ,
107.40,-2.78,-4.84,10.88,-21.66,254.98,34.33,15:44:58.203,8/28/14,0,0,, , , ,
106.01,-1.64,-4.21,-3.31,-13.78,250.88,29.69,15:44:58.203,8/28/14,0,0,, , , ,
105.18,-2.48,-3.76,11.83,-11.82,272.38,29.69,15:44:58.406,8/28/14,0,0,, , , ,
104.64,-2.11,-5.32,0.47,-26.58,234.50,29.69,15:44:58.593,8/28/14,0,0,, , , ,
104.44,-2.55,-4.49,12.78,-16.74,264.19,34.91,15:44:58.593,8/28/14,0,0,, , , ,
104.43,-0.67,-4.39,-4.26,-14.77,242.69,29.69,15:44:58.796,8/28/14,0,0,, , , ,
105.41,-2.17,-5.88,12.78,-21.66,247.81,29.69,15:44:58.796,8/28/14,0,0,, , , ,
106.37,-0.92,-5.73,-2.37,-19.69,220.16,29.69,15:44:59.0,8/28/14,0,0,, , , ,
107.82,-1.06,-3.93,4.26,-7.88,266.24,34.33,15:44:59.203,8/28/14,0,0,, , , ,
109.60,-1.39,-4.98,1.42,-24.62,256.00,29.69,15:44:59.203,8/28/14,0,0,, , , ,
111.74,-2.14,-5.36,7.10,-19.69,244.74,29.69,15:44:59.390,8/28/14,0,0,, , , ,
113.81,-1.97,-4.58,-0.47,-16.74,260.10,29.69,15:44:59.609,8/28/14,0,0,, , , ,
116.17,-2.68,-5.32,7.10,-15.75,238.59,30.85,15:44:59.609,8/28/14,0,0,, , , ,
118.51,-3.02,-6.42,4.26,-21.66,239.62,29.69,15:44:59.796,8/28/14,0,0,, , , ,
120.52,-2.86,-6.02,8.99,-18.71,227.33,29.69,15:44:59.796,8/28/14,0,0,, , , ,
