Time,Clock,Status,Lat,Lon,Altitude(ft),GPS Speed(m/s),Ground Heading,Range,System Heading,Ave Wind Heading,Ave Wind Mag(m/s),Descent Rate(ft/s),L Motor(inches),R Motor(inches),RSSI
jTrax version: 3.8.3c
Ground Station Log
AGU TIME: 201506023 20:41:49
959.39,20150603 20:57:49:0086, c2, 0.72283393, -1.42876904, 725.8, 0.40, 55.00, 2196544, 0.00, 55.00, 4.00, -7.93, 11.0, 11.0, 73
960.39,20150603 20:57:50:0077, c2, 0.72283365, -1.42876904, 711.4, 1.23, 0.00, 2196544, 0.00, 55.00, 4.00, -11.79, 11.0, 11.0, 88
961.39,20150603 20:57:51:0085, c2, 0.72283365, -1.42876871, 704.3, 0.41, 55.00, 2196545, 0.00, 55.00, 4.00, -8.37, 11.0, 11.0, 74
962.42,20150603 20:57:52:0118, c2, 0.72283337, -1.42876849, 694.1, 0.26, 55.00, 2196546, 0.00, 55.00, 4.00, -9.74, 11.0, 11.0, 73
963.41,20150603 20:57:53:0117, c2, 0.72283337, -1.42876849, 687.4, 0.68, 55.00, 2196546, 0.00, 55.00, 4.00, -8.05, 11.0, 11.0, 73
964.43,20150603 20:57:54:0124, c2, 0.72283337, -1.42876849, 679.0, 0.50, 55.00, 2196546, 0.00, 55.00, 4.00, -7.18, 11.0, 11.0, 71
965.44,20150603 20:57:55:0132, c2, 0.72283309, -1.42876815, 667.1, 1.55, 0.00, 2196547, 0.00, 55.00, 4.00, -10.70, 11.0, 11.0, 86
966.43,20150603 20:57:56:0124, c2, 0.72283281, -1.42876793, 657.9, 1.59, 0.00, 2196548, 0.00, 55.00, 4.00, -8.79, 11.0, 11.0, 79
967.47,20150603 20:57:57:0166, c2, 0.72283281, -1.42876759, 643.4, 0.85, 55.00, 2196548, 0.00, 55.00, 4.00, -12.11, 11.0, 11.0, 73
968.47,20150603 20:57:58:0171, c2, 0.72283247, -1.42876759, 632.8, 0.48, 55.00, 2196549, 0.00, 55.00, 4.00, -11.63, 11.0, 11.0, 85
969.47,20150603 20:57:59:0163, c2, 0.72283220, -1.42876726, 620.3, 0.31, 55.00, 2196549, 0.00, 55.00, 4.00, -11.62, 11.0, 11.0, 81
970.48,20150603 20:58:00:0171, c2, 0.72283192, -1.42876703, 606.3, 1.11, 0.00, 2196550, 0.00, 55.00, 4.00, -12.83, 11.0, 11.0, 83
971.48,20150603 20:58:01:0179, c2, 0.72283164, -1.42876670, 593.4, 0.36, 55.00, 2196551, 0.00, 55.00, 4.00, -12.75, 11.0, 11.0, 86
972.48,20150603 20:58:02:0171, c2, 0.72283164, -1.42876670, 583.2, 0.20, 55.00, 2196551, 0.00, 55.00, 4.00, -11.76, 11.0, 11.0, 85
973.48,20150603 20:58:03:0178, c2, 0.72283164, -1.42876636, 574.8, 0.31, 55.00, 2196551, 0.00, 55.00, 4.00, -9.23, 11.0, 11.0, 82
974.49,20150603 20:58:04:0186, c2, 0.72283164, -1.42876636, 563.3, 0.49, 55.00, 2196553, 0.00, 55.00, 4.00, -10.84, 11.0, 11.0, 75
975.49,20150603 20:58:05:0178, c2, 0.72283136, -1.42876636, 557.1, 0.64, 55.00, 2196552, 0.00, 55.00, 4.00, -8.51, 11.0, 11.0, 85
976.49,20150603 20:58:06:0186, c2, 0.72283102, -1.42876614, 551.1, 1.35, 0.00, 2196552, 0.00, 55.00, 4.00, -6.29, 11.0, 11.0, 85
977.50,20150603 20:58:07:0194, c2, 0.72283102, -1.42876580, 544.0, 0.20, 55.00, 2196553, 0.00, 55.00, 4.00, -6.90, 11.0, 11.0, 83
978.49,20150603 20:58:08:0185, c2, 0.72283074, -1.42876580, 539.2, 0.54, 55.00, 2196553, 0.00, 55.00, 4.00, -4.95, 11.0, 11.0, 78
979.50,20150603 20:58:09:0193, c2, 0.72283074, -1.42876614, 541.0, 1.10, 0.00, 2196551, 0.00, 55.00, 4.00, -1.38, 11.0, 11.0, 83
980.51,20150603 20:58:10:0201, c2, 0.72283102, -1.42876636, 553.6, 0.37, 55.00, 2196551, 0.00, 55.00, 4.00, 6.63, 11.0, 11.0, 74
981.50,20150603 20:58:11:0193, c2, 0.72283136, -1.42876636, 569.9, 0.32, 55.00, 2196551, 0.00, 55.00, 4.00, 14.15, 11.0, 11.0, 94
982.51,20150603 20:58:12:0201, c2, 0.72283164, -1.42876703, 588.7, 0.52, 55.00, 2196550, 0.00, 55.00, 4.00, 17.16, 11.0, 11.0, 72
983.51,20150603 20:58:13:0208, c2, 0.72283220, -1.42876726, 600.7, 1.30, 0.00, 2196549, 0.00, 55.00, 4.00, 14.57, 11.0, 11.0, 72
984.51,20150603 20:58:14:0200, c2, 0.72283220, -1.42876759, 617.3, 0.32, 55.00, 2196548, 0.00, 55.00, 4.00, 14.81, 11.0, 11.0, 76
985.51,20150603 20:58:15:0208, c2, 0.72283281, -1.42876759, 623.8, 0.24, 55.00, 2196548, 0.00, 55.00, 4.00, 11.00, 11.0, 11.0, 81
986.52,20150603 20:58:16:0216, c2, 0.72283281, -1.42876793, 634.3, 0.81, 55.00, 2196548, 0.00, 55.00, 4.00, 9.95, 11.0, 11.0, 81
987.52,20150603 20:58:17:0207, c2, 0.72283309, -1.42876815, 641.7, 0.50, 55.00, 2196547, 0.00, 55.00, 4.00, 8.85, 11.0, 11.0, 77
988.52,20150603 20:58:18:0215, c2, 0.72283337, -1.42876849, 650.6, 1.05, 0.00, 2196546, 0.00, 55.00, 4.00, 8.69, 11.0, 11.0, 81
989.53,20150603 20:58:19:0222, c2, 0.72283337, -1.42876849, 658.8, 0.14, 55.00, 2196547, 0.00, 55.00, 4.00, 7.98, 11.0, 11.0, 81
990.51,20150603 20:58:20:0215, c2, 0.72283393, -1.42876871, 670.2, 1.12, 0.00, 2196546, 0.00, 55.00, 4.00, 10.48, 11.0, 11.0, 76
991.53,20150603 20:58:21:0222, c2, 0.72283393, -1.42876871, 674.5, 0.19, 55.00, 2196546, 0.00, 55.00, 4.00, 7.81, 11.0, 11.0, 77
992.54,20150603 20:58:22:0230, c2, 0.72283426, -1.42876904, 676.2, 0.34, 55.00, 2196545, 0.00, 55.00, 4.00, 4.24, 11.0, 11.0, 76
993.52,20150603 20:58:23:0222, c2, 0.72283426, -1.42876904, 681.9, 0.13, 55.00, 2196545, 0.00, 55.00, 4.00, 4.87, 11.0, 11.0, 88
994.54,20150603 20:58:24:0230, c2, 0.72283426, -1.42876904, 681.2, 0.63, 55.00, 2196545, 0.00, 55.00, 4.00, 1.26, 11.0, 11.0, 83
995.54,20150603 20:58:25:0237, c2, 0.72283454, -1.42876904, 686.5, 1.02, 0.00, 2196545, 0.00, 55.00, 4.00, 4.15, 11.0, 11.0, 85
996.53,20150603 20:58:26:0229, c2, 0.72283482, -1.42876960, 690.5, 1.04, 0.00, 2196544, 0.00, 55.00, 4.00, 4.42, 11.0, 11.0, 78
997.55,20150603 20:58:27:0237, c2, 0.72283510, -1.42876960, 698.7, 0.51, 55.00, 2196544, 0.00, 55.00, 4.00, 5.97, 11.0, 11.0, 83
998.55,20150603 20:58:28:0245, c2, 0.72283538, -1.42876994, 712.8, 0.76, 55.00, 2196543, 0.00, 55.00, 4.00, 10.44, 11.0, 11.0, 83
999.54,20150603 20:58:29:0236, c2, 0.72283572, -1.42877016, 723.2, 0.62, 55.00, 2196543, 0.00, 55.00, 4.00, 11.00, 11.0, 11.0, 89
1000.54,20150603 20:58:30:0244, c2, 0.72283627, -1.42877016, 733.7, 0.32, 55.00, 2196543, 0.00, 55.00, 4.00, 11.75, 11.0, 11.0, 79
1002.56,20150603 20:58:32:0244, c2, 0.72283655, -1.42877083, 749.5, 0.13, 55.00, 2196542, 0.00, 55.00, 4.00, 8.12, 11.0, 11.0, 81
1003.55,20150603 20:58:33:0252, c2, 0.72283683, -1.42877083, 758.4, 0.12, 55.00, 2196542, 0.00, 55.00, 4.00, 8.81, 11.0, 11.0, 72
1004.57,20150603 20:58:34:0259, c2, 0.72283717, -1.42877106, 765.4, 0.70, 55.00, 2196542, 0.00, 55.00, 4.00, 7.34, 11.0, 11.0, 73
1005.55,20150603 20:58:35:0251, c2, 0.72283717, -1.42877106, 767.9, 0.67, 55.00, 2196542, 0.00, 55.00, 4.00, 4.41, 11.0, 11.0, 72
1006.57,20150603 20:58:36:0259, c2, 0.72283717, -1.42877106, 769.4, 0.30, 55.00, 2196542, 0.00, 55.00, 4.00, 2.97, 11.0, 11.0, 73
1007.58,20150603 20:58:37:0267, c2, 0.72283745, -1.42877106, 773.4, 0.25, 55.00, 2196542, 0.00, 55.00, 4.00, 3.32, 11.0, 11.0, 72
1008.56,20150603 20:58:38:0258, c2, 0.72283745, -1.42877106, 776.9, 0.32, 55.00, 2196542, 0.00, 55.00, 4.00, 4.16, 11.0, 11.0, 79
1009.58,20150603 20:58:39:0267, c2, 0.72283745, -1.42877139, 784.9, 0.90, 55.00, 2196541, 0.00, 55.00, 4.00, 6.25, 11.0, 11.0, 74
1010.57,20150603 20:58:40:0274, c2, 0.72283773, -1.42877139, 786.9, 0.46, 55.00, 2196542, 0.00, 55.00, 4.00, 4.32, 11.0, 11.0, 92
1011.57,20150603 20:58:41:0266, c2, 0.72283773, -1.42877139, 785.6, 0.61, 55.00, 2196541, 0.00, 55.00, 4.00, 1.67, 11.0, 11.0, 74
1012.57,20150603 20:58:42:0273, c2, 0.72283745, -1.42877139, 786.3, 0.37, 55.00, 2196541, 0.00, 55.00, 4.00, 0.59, 11.0, 11.0, 74
1013.59,20150603 20:58:43:0282, c2, 0.72283773, -1.42877139, 786.7, 0.61, 55.00, 2196541, 0.00, 55.00, 4.00, 0.35, 11.0, 11.0, 78
1014.58,20150603 20:58:44:0273, c2, 0.72283773, -1.42877139, 789.0, 0.42, 55.00, 2196541, 0.00, 55.00, 4.00, 1.08, 11.0, 11.0, 73
1015.58,20150603 20:58:45:0281, c2, 0.72283773, -1.42877162, 795.2, 0.20, 55.00, 2196541, 0.00, 55.00, 4.00, 3.74, 11.0, 11.0, 89
1017.58,20150603 20:58:47:0281, c2, 0.72283773, -1.42877195, 808.5, 0.90, 55.00, 2196538, 0.00, 55.00, 4.00, 5.81, 11.0, 11.0, 73
1018.59,20150603 20:58:48:0288, c2, 0.72283773, -1.42877195, 813.6, 0.26, 55.00, 2196538, 0.00, 55.00, 4.00, 5.26, 11.0, 11.0, 88
1019.64,20150603 20:58:49:0328, c2, 0.72283801, -1.42877229, 818.1, 0.88, 55.00, 2196538, 0.00, 55.00, 4.00, 4.99, 11.0, 11.0, 88
1020.62,20150603 20:58:50:0320, c2, 0.72283801, -1.42877229, 823.3, 0.70, 55.00, 2196537, 0.00, 55.00, 4.00, 4.82, 11.0, 11.0, 90
1021.64,20150603 20:58:51:0328, c2, 0.72283801, -1.42877229, 827.4, 0.97, 55.00, 2196537, 0.00, 55.00, 4.00, 4.19, 11.0, 11.0, 91
1022.63,20150603 20:58:52:0335, c2, 0.72283801, -1.42877229, 826.4, 0.26, 55.00, 2196537, 0.00, 55.00, 4.00, 1.48, 11.0, 11.0, 88
1023.65,20150603 20:58:53:0347, c2, 0.72283801, -1.42877229, 827.0, 0.31, 55.00, 2196537, 0.00, 55.00, 4.00, 0.67, 11.0, 11.0, 87
1024.68,20150603 20:58:54:0367, c2, 0.72283773, -1.42877229, 827.3, 0.64, 55.00, 2196537, 0.00, 55.00, 4.00, 0.87, 11.0, 11.0, 74
1025.68,20150603 20:58:55:0375, c2, 0.72283773, -1.42877229, 826.7, 0.15, 55.00, 2196537, 0.00, 55.00, 4.00, 0.37, 11.0, 11.0, 85
1026.67,20150603 20:58:56:0367, c2, 0.72283773, -1.42877229, 828.1, 0.39, 55.00, 2196537, 0.00, 55.00, 4.00, 0.34, 11.0, 11.0, 87
1027.67,20150603 20:58:57:0374, c2, 0.72283773, -1.42877229, 827.5, 0.08, 55.00, 2196537, 0.00, 55.00, 4.00, -0.18, 11.0, 11.0, 87
1028.69,20150603 20:58:58:0382, c2, 0.72283773, -1.42877229, 825.3, 0.48, 55.00, 2196536, 0.00, 55.00, 4.00, -1.05, 11.0, 11.0, 75
1029.68,20150603 20:58:59:0374, c2, 0.72283773, -1.42877229, 827.2, 0.30, 55.00, 2196536, 0.00, 55.00, 4.00, 0.45, 11.0, 11.0, 81
1030.68,20150603 20:59:00:0382, c2, 0.72283745, -1.42877229, 826.8, 0.38, 55.00, 2196536, 0.00, 55.00, 4.00, -0.33, 11.0, 11.0, 73
1031.70,20150603 20:59:01:0389, c2, 0.72283745, -1.42877229, 825.5, 0.38, 55.00, 2196536, 0.00, 55.00, 4.00, -0.30, 11.0, 11.0, 88
1032.68,20150603 20:59:02:0381, c2, 0.72283773, -1.42877251, 831.7, 0.17, 55.00, 2196536, 0.00, 55.00, 4.00, 2.46, 11.0, 11.0, 73
1033.69,20150603 20:59:03:0389, c2, 0.72283773, -1.42877251, 838.4, 0.18, 55.00, 2196535, 0.00, 55.00, 4.00, 5.34, 11.0, 11.0, 74
1034.71,20150603 20:59:04:0397, c2, 0.72283773, -1.42877284, 847.5, 0.38, 55.00, 2196535, 0.00, 55.00, 4.00, 7.44, 11.0, 11.0, 82
1035.69,20150603 20:59:05:0388, c2, 0.72283773, -1.42877307, 853.6, 0.08, 55.00, 2196534, 0.00, 55.00, 4.00, 7.25, 11.0, 11.0, 75
1036.70,20150603 20:59:06:0396, c2, 0.72283773, -1.42877307, 857.2, 0.31, 55.00, 2196534, 0.00, 55.00, 4.00, 4.73, 11.0, 11.0, 81
1037.70,20150603 20:59:07:0404, c2, 0.72283773, -1.42877307, 860.4, 0.19, 55.00, 2196533, 0.00, 55.00, 4.00, 3.92, 11.0, 11.0, 72
1038.70,20150603 20:59:08:0396, c2, 0.72283773, -1.42877307, 862.5, 0.26, 55.00, 2196533, 0.00, 55.00, 4.00, 2.60, 11.0, 11.0, 81
1039.71,20150603 20:59:09:0403, c2, 0.72283773, -1.42877307, 861.0, 0.31, 55.00, 2196533, 0.00, 55.00, 4.00, 0.55, 11.0, 11.0, 91
1040.71,20150603 20:59:10:0412, c2, 0.72283745, -1.42877307, 860.3, 0.31, 55.00, 2196533, 0.00, 55.00, 4.00, -0.61, 11.0, 11.0, 74
1041.71,20150603 20:59:11:0403, c2, 0.72283745, -1.42877307, 857.3, 0.63, 55.00, 2196533, 0.00, 55.00, 4.00, -2.17, 11.0, 11.0, 74
1042.71,20150603 20:59:12:0411, c2, 0.72283745, -1.42877284, 853.2, 0.51, 55.00, 2196534, 0.00, 55.00, 4.00, -2.59, 11.0, 11.0, 73
1043.72,20150603 20:59:13:0418, c2, 0.72283745, -1.42877284, 850.3, 0.66, 55.00, 2196534, 0.00, 55.00, 4.00, -3.08, 11.0, 11.0, 83
1044.72,20150603 20:59:14:0411, c2, 0.72283745, -1.42877251, 847.3, 0.54, 55.00, 2196534, 0.00, 55.00, 4.00, -3.05, 11.0, 11.0, 96
1045.72,20150603 20:59:15:0418, c2, 0.72283745, -1.42877251, 849.2, 0.57, 55.00, 2196534, 0.00, 55.00, 4.00, -0.18, 11.0, 11.0, 81
1046.73,20150603 20:59:16:0426, c2, 0.72283745, -1.42877251, 847.2, 0.34, 55.00, 2196535, 0.00, 55.00, 4.00, -0.97, 11.0, 11.0, 74
1047.72,20150603 20:59:17:0418, c2, 0.72283745, -1.42877251, 846.4, 0.24, 55.00, 2196534, 0.00, 55.00, 4.00, -1.10, 11.0, 11.0, 94
1048.73,20150603 20:59:18:0426, c2, 0.72283745, -1.42877251, 847.3, 0.16, 55.00, 2196535, 0.00, 55.00, 4.00, 0.27, 11.0, 11.0, 92
1049.73,20150603 20:59:19:0433, c2, 0.72283745, -1.42877251, 845.9, 0.35, 55.00, 2196535, 0.00, 55.00, 4.00, -1.01, 11.0, 11.0, 83
1050.73,20150603 20:59:20:0425, c2, 0.72283745, -1.42877251, 843.2, 0.32, 55.00, 2196535, 0.00, 55.00, 4.00, -1.84, 11.0, 11.0, 72
1051.74,20150603 20:59:21:0433, c2, 0.72283745, -1.42877251, 843.7, 0.17, 55.00, 2196535, 0.00, 55.00, 4.00, -0.88, 11.0, 11.0, 85
1052.74,20150603 20:59:22:0441, c2, 0.72283745, -1.42877251, 841.8, 0.70, 55.00, 2196535, 0.00, 55.00, 4.00, -1.02, 11.0, 11.0, 92
1053.74,20150603 20:59:23:0432, c2, 0.72283745, -1.42877251, 838.7, 0.33, 55.00, 2196535, 0.00, 55.00, 4.00, -2.46, 11.0, 11.0, 72
1054.74,20150603 20:59:24:0439, c2, 0.72283745, -1.42877229, 837.7, 0.32, 55.00, 2196536, 0.00, 55.00, 4.00, -2.12, 11.0, 11.0, 74
1055.75,20150603 20:59:25:0448, c2, 0.72283745, -1.42877229, 832.1, 0.84, 55.00, 2196535, 0.00, 55.00, 4.00, -3.10, 11.0, 11.0, 74
1056.75,20150603 20:59:26:0440, c2, 0.72283717, -1.42877229, 828.6, 0.52, 55.00, 2196536, 0.00, 55.00, 4.00, -3.17, 11.0, 11.0, 75
1057.75,20150603 20:59:27:0448, c2, 0.72283717, -1.42877229, 825.0, 0.22, 55.00, 2196537, 0.00, 55.00, 4.00, -3.36, 11.0, 11.0, 73
1058.76,20150603 20:59:28:0455, c2, 0.72283717, -1.42877229, 822.2, 0.34, 55.00, 2196536, 0.00, 55.00, 4.00, -3.08, 11.0, 11.0, 81
1059.75,20150603 20:59:29:0447, c2, 0.72283717, -1.42877195, 818.1, 0.94, 55.00, 2196537, 0.00, 55.00, 4.00, -3.26, 11.0, 11.0, 75
1060.76,20150603 20:59:30:0455, c2, 0.72283717, -1.42877195, 815.4, 1.00, 0.00, 2196537, 0.00, 55.00, 4.00, -3.15, 11.0, 11.0, 86
1061.77,20150603 20:59:31:0463, c2, 0.72283717, -1.42877195, 814.3, 0.40, 55.00, 2196537, 0.00, 55.00, 4.00, -2.30, 11.0, 11.0, 77
1062.76,20150603 20:59:32:0454, c2, 0.72283717, -1.42877195, 810.2, 0.43, 55.00, 2196537, 0.00, 55.00, 4.00, -3.00, 11.0, 11.0, 75
1063.77,20150603 20:59:33:0462, c2, 0.72283717, -1.42877195, 808.6, 0.16, 55.00, 2196537, 0.00, 55.00, 4.00, -2.12, 11.0, 11.0, 79
1064.77,20150603 20:59:34:0470, c2, 0.72283717, -1.42877195, 808.2, 0.18, 55.00, 2196537, 0.00, 55.00, 4.00, -1.33, 11.0, 11.0, 75
1065.77,20150603 20:59:35:0462, c2, 0.72283717, -1.42877195, 806.5, 0.34, 55.00, 2196537, 0.00, 55.00, 4.00, -0.58, 11.0, 11.0, 94
1066.78,20150603 20:59:36:0469, c2, 0.72283717, -1.42877162, 806.0, 0.42, 55.00, 2196538, 0.00, 55.00, 4.00, -0.85, 11.0, 11.0, 90
1067.78,20150603 20:59:37:0477, c2, 0.72283717, -1.42877162, 804.9, 0.04, 55.00, 2196538, 0.00, 55.00, 4.00, -0.70, 11.0, 11.0, 77
1068.78,20150603 20:59:38:0469, c2, 0.72283717, -1.42877162, 804.6, 0.11, 55.00, 2196538, 0.00, 55.00, 4.00, -0.57, 11.0, 11.0, 85
1069.78,20150603 20:59:39:0477, c2, 0.72283717, -1.42877162, 804.6, 0.14, 55.00, 2196538, 0.00, 55.00, 4.00, -0.69, 11.0, 11.0, 90
1070.79,20150603 20:59:40:0485, c2, 0.72283717, -1.42877162, 804.0, 0.32, 55.00, 2196538, 0.00, 55.00, 4.00, -0.00, 11.0, 11.0, 83
1071.79,20150603 20:59:41:0476, c2, 0.72283717, -1.42877162, 800.8, 0.29, 55.00, 2196538, 0.00, 55.00, 4.00, -1.41, 11.0, 11.0, 89
1072.79,20150603 20:59:42:0484, c2, 0.72283717, -1.42877162, 799.8, 0.20, 55.00, 2196538, 0.00, 55.00, 4.00, -1.54, 11.0, 11.0, 86
1073.80,20150603 20:59:43:0492, c2, 0.72283717, -1.42877162, 797.4, 0.41, 55.00, 2196538, 0.00, 55.00, 4.00, -1.23, 11.0, 11.0, 92
1074.78,20150603 20:59:44:0484, c2, 0.72283717, -1.42877162, 794.9, 0.89, 55.00, 2196538, 0.00, 55.00, 4.00, -2.65, 11.0, 11.0, 76
1075.80,20150603 20:59:45:0491, c2, 0.72283717, -1.42877162, 794.3, 0.14, 55.00, 2196539, 0.00, 55.00, 4.00, -1.43, 11.0, 11.0, 90
1076.84,20150603 20:59:46:0531, c2, 0.72283717, -1.42877162, 792.6, 0.06, 55.00, 2196539, 0.00, 55.00, 4.00, -1.30, 11.0, 11.0, 85
1077.83,20150603 20:59:47:0523, c2, 0.72283717, -1.42877162, 792.3, 0.38, 55.00, 2196540, 0.00, 55.00, 4.00, -0.87, 11.0, 11.0, 85
1078.84,20150603 20:59:48:0531, c2, 0.72283717, -1.42877162, 791.7, 0.43, 55.00, 2196540, 0.00, 55.00, 4.00, -0.82, 11.0, 11.0, 78
1079.84,20150603 20:59:49:0539, c2, 0.72283745, -1.42877162, 793.0, 0.14, 55.00, 2196540, 0.00, 55.00, 4.00, 0.77, 11.0, 11.0, 89
1080.85,20150603 20:59:50:0551, c2, 0.72283745, -1.42877162, 791.0, 0.49, 55.00, 2196540, 0.00, 55.00, 4.00, -0.93, 11.0, 11.0, 75
1081.87,20150603 20:59:51:0567, c2, 0.72283745, -1.42877139, 788.3, 0.06, 55.00, 2196540, 0.00, 55.00, 4.00, -2.00, 11.0, 11.0, 88
1082.88,20150603 20:59:52:0577, c2, 0.72283745, -1.42877139, 785.0, 0.30, 55.00, 2196540, 0.00, 55.00, 4.00, -2.85, 11.0, 11.0, 75
1083.88,20150603 20:59:53:0570, c2, 0.72283745, -1.42877139, 784.1, 0.24, 55.00, 2196540, 0.00, 55.00, 4.00, -1.45, 11.0, 11.0, 74
1084.88,20150603 20:59:54:0578, c2, 0.72283717, -1.42877139, 780.8, 0.35, 55.00, 2196540, 0.00, 55.00, 4.00, -2.44, 11.0, 11.0, 84
1085.89,20150603 20:59:55:0585, c2, 0.72283745, -1.42877139, 782.2, 0.17, 55.00, 2196540, 0.00, 55.00, 4.00, -0.48, 11.0, 11.0, 74
1086.87,20150603 20:59:56:0577, c2, 0.72283717, -1.42877139, 782.9, 0.34, 55.00, 2196540, 0.00, 55.00, 4.00, 0.33, 11.0, 11.0, 87
1087.89,20150603 20:59:57:0585, c2, 0.72283717, -1.42877139, 781.1, 0.17, 55.00, 2196541, 0.00, 55.00, 4.00, -0.83, 11.0, 11.0, 76
1088.90,20150603 20:59:58:0593, c2, 0.72283717, -1.42877139, 778.5, 0.14, 55.00, 2196541, 0.00, 55.00, 4.00, -1.98, 11.0, 11.0, 85
1089.90,20150603 20:59:59:0602, c2, 0.72283717, -1.42877139, 776.9, 0.64, 55.00, 2196541, 0.00, 55.00, 4.00, -2.36, 11.0, 11.0, 89
1090.92,20150603 21:00:00:0614, c2, 0.72283717, -1.42877139, 772.6, 0.29, 55.00, 2196541, 0.00, 55.00, 4.00, -3.19, 11.0, 11.0, 74
1091.93,20150603 21:00:01:0626, c2, 0.72283717, -1.42877139, 773.4, 0.33, 55.00, 2196541, 0.00, 55.00, 4.00, -0.85, 11.0, 11.0, 74
1092.93,20150603 21:00:02:0624, c2, 0.72283717, -1.42877139, 773.7, 0.10, 55.00, 2196541, 0.00, 55.00, 4.00, 0.23, 11.0, 11.0, 75
1093.94,20150603 21:00:03:0631, c2, 0.72283717, -1.42877139, 773.3, 0.23, 55.00, 2196541, 0.00, 55.00, 4.00, -0.14, 11.0, 11.0, 93
1094.94,20150603 21:00:04:0639, c2, 0.72283717, -1.42877139, 770.5, 0.44, 55.00, 2196541, 0.00, 55.00, 4.00, -1.29, 11.0, 11.0, 86
1095.94,20150603 21:00:05:0631, c2, 0.72283717, -1.42877139, 769.4, 0.16, 55.00, 2196541, 0.00, 55.00, 4.00, -1.57, 11.0, 11.0, 80
1096.94,20150603 21:00:06:0639, c2, 0.72283717, -1.42877139, 769.0, 0.22, 55.00, 2196541, 0.00, 55.00, 4.00, -0.70, 11.0, 11.0, 72
1097.95,20150603 21:00:07:0646, c2, 0.72283717, -1.42877139, 768.7, 0.38, 55.00, 2196541, 0.00, 55.00, 4.00, -0.29, 11.0, 11.0, 84
1098.95,20150603 21:00:08:0638, c2, 0.72283717, -1.42877139, 766.7, 0.35, 55.00, 2196541, 0.00, 55.00, 4.00, -0.85, 11.0, 11.0, 82
1099.95,20150603 21:00:09:0646, c2, 0.72283717, -1.42877139, 765.1, 0.29, 55.00, 2196541, 0.00, 55.00, 4.00, -1.07, 11.0, 11.0, 82
1100.96,20150603 21:00:10:0654, c2, 0.72283717, -1.42877139, 763.7, 0.14, 55.00, 2196541, 0.00, 55.00, 4.00, -1.01, 11.0, 11.0, 72
1101.94,20150603 21:00:11:0646, c2, 0.72283717, -1.42877139, 760.5, 0.20, 55.00, 2196541, 0.00, 55.00, 4.00, -2.55, 11.0, 11.0, 85
1102.96,20150603 21:00:12:0653, c2, 0.72283717, -1.42877139, 756.8, 0.38, 55.00, 2196541, 0.00, 55.00, 4.00, -2.81, 11.0, 11.0, 86
1103.97,20150603 21:00:13:0661, c2, 0.72283717, -1.42877139, 754.8, 0.46, 55.00, 2196541, 0.00, 55.00, 4.00, -2.25, 11.0, 11.0, 71
1104.95,20150603 21:00:14:0653, c2, 0.72283717, -1.42877139, 755.6, 0.27, 55.00, 2196541, 0.00, 55.00, 4.00, -0.79, 11.0, 11.0, 74
1105.97,20150603 21:00:15:0661, c2, 0.72283717, -1.42877139, 754.6, 0.53, 55.00, 2196540, 0.00, 55.00, 4.00, -0.73, 11.0, 11.0, 74
1106.97,20150603 21:00:16:0668, c2, 0.72283717, -1.42877139, 754.7, 0.20, 55.00, 2196540, 0.00, 55.00, 4.00, -0.49, 11.0, 11.0, 74
1107.97,20150603 21:00:17:0660, c2, 0.72283717, -1.42877139, 752.3, 0.27, 55.00, 2196540, 0.00, 55.00, 4.00, -1.64, 11.0, 11.0, 73
1108.98,20150603 21:00:18:0668, c2, 0.72283717, -1.42877139, 752.2, 0.36, 55.00, 2196540, 0.00, 55.00, 4.00, -0.73, 11.0, 11.0, 78
1109.98,20150603 21:00:19:0676, c2, 0.72283717, -1.42877139, 751.6, 0.25, 55.00, 2196540, 0.00, 55.00, 4.00, -0.94, 11.0, 11.0, 74
1110.98,20150603 21:00:20:0667, c2, 0.72283717, -1.42877139, 749.3, 0.53, 55.00, 2196540, 0.00, 55.00, 4.00, -1.77, 11.0, 11.0, 82
1111.97,20150603 21:00:21:0676, c2, 0.72283717, -1.42877139, 749.7, 0.05, 55.00, 2196540, 0.00, 55.00, 4.00, -0.51, 11.0, 11.0, 75
1112.99,20150603 21:00:22:0683, c2, 0.72283717, -1.42877139, 749.0, 0.15, 55.00, 2196540, 0.00, 55.00, 4.00, -0.65, 11.0, 11.0, 74
1113.99,20150603 21:00:23:0675, c2, 0.72283717, -1.42877106, 750.1, 0.48, 55.00, 2196541, 0.00, 55.00, 4.00, 0.10, 11.0, 11.0, 73
1114.99,20150603 21:00:24:0683, c2, 0.72283717, -1.42877106, 748.9, 0.23, 55.00, 2196541, 0.00, 55.00, 4.00, 0.02, 11.0, 11.0, 70
1116.00,20150603 21:00:25:0691, c2, 0.72283717, -1.42877106, 749.8, 0.05, 55.00, 2196541, 0.00, 55.00, 4.00, -0.27, 11.0, 11.0, 83
1116.98,20150603 21:00:26:0682, c2, 0.72283717, -1.42877106, 754.4, 0.70, 55.00, 2196541, 0.00, 55.00, 4.00, 2.77, 11.0, 11.0, 82
1118.00,20150603 21:00:27:0690, c2, 0.72283717, -1.42877106, 754.7, 0.74, 55.00, 2196541, 0.00, 55.00, 4.00, 1.93, 11.0, 11.0, 79
