Time,Clock,Status,Lat,Lon,Altitude(ft),GPS Speed(m/s),Ground Heading,Range,System Heading,Ave Wind Heading,Ave Wind Mag(m/s),Descent Rate(ft/s),L Motor(inches),R Motor(inches),RSSI
jTrax version: 3.8.3c
Ground Station Log
AGU TIME: 201506023 20:41:49
1724.17,20150603 21:10:33:0858, c2, 0.72283538, -1.42876938, 771.3, 0.13, 55.00, 2196547, 0.00, 55.00, 4.00, 0.51, 11.0, 11.0, 73
1725.17,20150603 21:10:34:0866, c2, 0.72283538, -1.42876938, 768.7, 0.16, 55.00, 2196547, 0.00, 55.00, 4.00, -1.22, 11.0, 11.0, 73
1726.17,20150603 21:10:35:0858, c2, 0.72283538, -1.42876938, 761.8, 0.02, 55.00, 2196547, 0.00, 55.00, 4.00, -3.70, 11.0, 11.0, 81
1727.17,20150603 21:10:36:0865, c2, 0.72283538, -1.42876938, 764.1, 0.38, 55.00, 2196547, 0.00, 55.00, 4.00, -2.12, 11.0, 11.0, 71
1728.18,20150603 21:10:37:0873, c2, 0.72283538, -1.42876938, 760.9, 0.10, 55.00, 2196547, 0.00, 55.00, 4.00, -2.17, 11.0, 11.0, 81
1729.18,20150603 21:10:38:0865, c2, 0.72283538, -1.42876960, 763.7, 0.26, 55.00, 2196546, 0.00, 55.00, 4.00, -0.37, 11.0, 11.0, 73
1730.18,20150603 21:10:39:0873, c2, 0.72283538, -1.42876960, 761.8, 0.20, 55.00, 2196546, 0.00, 55.00, 4.00, -0.69, 11.0, 11.0, 78
1731.19,20150603 21:10:40:0880, c2, 0.72283538, -1.42876960, 765.1, 0.29, 55.00, 2196545, 0.00, 55.00, 4.00, 1.25, 11.0, 11.0, 71
1732.20,20150603 21:10:41:0895, c2, 0.72283538, -1.42876960, 764.9, 0.27, 55.00, 2196545, 0.00, 55.00, 4.00, 0.11, 11.0, 11.0, 72
1733.25,20150603 21:10:42:0944, c2, 0.72283538, -1.42876960, 764.4, 0.20, 55.00, 2196544, 0.00, 55.00, 4.00, 0.14, 11.0, 11.0, 70
1734.28,20150603 21:10:43:0968, c2, 0.72283538, -1.42876960, 765.1, 0.15, 55.00, 2196544, 0.00, 55.00, 4.00, 0.48, 11.0, 11.0, 77
1735.29,20150603 21:10:44:0989, c2, 0.72283538, -1.42876994, 763.4, 0.17, 55.00, 2196544, 0.00, 55.00, 4.00, -0.57, 11.0, 11.0, 69
1736.29,20150603 21:10:45:0983, c2, 0.72283538, -1.42876994, 765.6, 0.28, 55.00, 2196544, 0.00, 55.00, 4.00, 0.28, 11.0, 11.0, 69
1737.29,20150603 21:10:46:0991, c2, 0.72283538, -1.42876994, 767.1, 0.18, 55.00, 2196543, 0.00, 55.00, 4.00, 1.16, 11.0, 11.0, 79
1738.30,20150603 21:10:47:0999, c2, 0.72283538, -1.42876994, 765.3, 0.32, 55.00, 2196543, 0.00, 55.00, 4.00, -0.19, 11.0, 11.0, 72
1739.30,20150603 21:10:48:0991, c2, 0.72283538, -1.42876994, 765.0, 0.04, 55.00, 2196543, 0.00, 55.00, 4.00, 0.37, 11.0, 11.0, 78
1740.30,20150603 21:10:49:0998, c2, 0.72283510, -1.42876994, 767.1, 0.12, 55.00, 2196543, 0.00, 55.00, 4.00, 0.57, 11.0, 11.0, 71
1741.31,20150603 21:10:51:0006, c2, 0.72283510, -1.42877016, 766.9, 0.18, 55.00, 2196542, 0.00, 55.00, 4.00, -0.28, 11.0, 11.0, 75
1742.30,20150603 21:10:51:0998, c2, 0.72283510, -1.42877016, 766.5, 0.18, 55.00, 2196542, 0.00, 55.00, 4.00, -0.07, 11.0, 11.0, 75
1743.31,20150603 21:10:53:0006, c2, 0.72283510, -1.42877016, 766.2, 0.79, 55.00, 2196541, 0.00, 55.00, 4.00, -0.42, 11.0, 11.0, 70
1744.33,20150603 21:10:54:0013, c2, 0.72283510, -1.42877016, 767.3, 0.22, 55.00, 2196541, 0.00, 55.00, 4.00, 0.37, 11.0, 11.0, 70
1745.31,20150603 21:10:55:0006, c2, 0.72283538, -1.42877016, 766.6, 0.27, 55.00, 2196541, 0.00, 55.00, 4.00, 0.06, 11.0, 11.0, 71
1746.32,20150603 21:10:56:0013, c2, 0.72283538, -1.42877050, 765.2, 0.20, 55.00, 2196540, 0.00, 55.00, 4.00, -0.79, 11.0, 11.0, 73
1747.32,20150603 21:10:57:0021, c2, 0.72283538, -1.42877050, 762.7, 0.47, 55.00, 2196540, 0.00, 55.00, 4.00, -1.66, 11.0, 11.0, 74
1748.32,20150603 21:10:58:0012, c2, 0.72283538, -1.42877050, 763.9, 0.35, 55.00, 2196540, 0.00, 55.00, 4.00, -0.35, 11.0, 11.0, 72
1749.33,20150603 21:10:59:0021, c2, 0.72283538, -1.42877050, 765.6, 1.02, 0.00, 2196541, 0.00, 55.00, 4.00, 0.26, 11.0, 11.0, 71
1750.33,20150603 21:11:00:0028, c2, 0.72283538, -1.42877050, 765.3, 0.16, 55.00, 2196540, 0.00, 55.00, 4.00, 0.13, 11.0, 11.0, 78
1751.33,20150603 21:11:01:0020, c2, 0.72283538, -1.42877050, 769.1, 0.49, 55.00, 2196540, 0.00, 55.00, 4.00, 1.87, 11.0, 11.0, 74
1752.33,20150603 21:11:02:0027, c2, 0.72283510, -1.42877050, 769.0, 0.14, 55.00, 2196540, 0.00, 55.00, 4.00, 1.08, 11.0, 11.0, 73
1753.34,20150603 21:11:03:0036, c2, 0.72283538, -1.42877083, 769.0, 0.09, 55.00, 2196539, 0.00, 55.00, 4.00, 0.68, 11.0, 11.0, 72
1754.33,20150603 21:11:04:0027, c2, 0.72283538, -1.42877083, 768.7, 0.32, 55.00, 2196540, 0.00, 55.00, 4.00, -0.09, 11.0, 11.0, 73
1755.34,20150603 21:11:05:0035, c2, 0.72283538, -1.42877083, 767.6, 0.20, 55.00, 2196540, 0.00, 55.00, 4.00, -0.71, 11.0, 11.0, 74
1756.35,20150603 21:11:06:0043, c2, 0.72283538, -1.42877083, 765.5, 1.00, 0.00, 2196540, 0.00, 55.00, 4.00, -1.01, 11.0, 11.0, 72
1757.34,20150603 21:11:07:0035, c2, 0.72283538, -1.42877083, 764.4, 0.16, 55.00, 2196540, 0.00, 55.00, 4.00, -1.97, 11.0, 11.0, 73
1758.35,20150603 21:11:08:0042, c2, 0.72283538, -1.42877083, 763.7, 0.30, 55.00, 2196540, 0.00, 55.00, 4.00, -1.15, 11.0, 11.0, 72
1759.35,20150603 21:11:09:0050, c2, 0.72283538, -1.42877083, 766.5, 0.48, 55.00, 2196540, 0.00, 55.00, 4.00, 1.00, 11.0, 11.0, 72
1760.35,20150603 21:11:10:0042, c2, 0.72283538, -1.42877083, 764.2, 0.37, 55.00, 2196539, 0.00, 55.00, 4.00, -0.24, 11.0, 11.0, 71
1761.36,20150603 21:11:11:0050, c2, 0.72283538, -1.42877083, 765.7, 0.30, 55.00, 2196540, 0.00, 55.00, 4.00, 0.45, 11.0, 11.0, 75
1762.36,20150603 21:11:12:0058, c2, 0.72283538, -1.42877083, 766.7, 0.45, 55.00, 2196540, 0.00, 55.00, 4.00, 0.86, 11.0, 11.0, 71
1763.36,20150603 21:11:13:0049, c2, 0.72283538, -1.42877050, 764.9, 0.23, 55.00, 2196540, 0.00, 55.00, 4.00, -0.16, 11.0, 11.0, 74
1764.36,20150603 21:11:14:0057, c2, 0.72283538, -1.42877050, 765.2, 0.18, 55.00, 2196540, 0.00, 55.00, 4.00, -0.19, 11.0, 11.0, 74
1765.37,20150603 21:11:15:0065, c2, 0.72283538, -1.42877083, 765.5, 0.33, 55.00, 2196540, 0.00, 55.00, 4.00, -0.34, 11.0, 11.0, 74
1766.37,20150603 21:11:16:0057, c2, 0.72283538, -1.42877083, 765.7, 0.24, 55.00, 2196540, 0.00, 55.00, 4.00, 0.49, 11.0, 11.0, 75
1767.37,20150603 21:11:17:0064, c2, 0.72283538, -1.42877083, 763.4, 0.24, 55.00, 2196540, 0.00, 55.00, 4.00, -0.71, 11.0, 11.0, 73
1768.38,20150603 21:11:18:0072, c2, 0.72283538, -1.42877083, 764.3, 0.10, 55.00, 2196540, 0.00, 55.00, 4.00, -0.48, 11.0, 11.0, 75
1769.36,20150603 21:11:19:0064, c2, 0.72283538, -1.42877083, 764.1, 0.34, 55.00, 2196540, 0.00, 55.00, 4.00, 0.27, 11.0, 11.0, 78
1770.38,20150603 21:11:20:0072, c2, 0.72283538, -1.42877083, 763.7, 0.26, 55.00, 2196540, 0.00, 55.00, 4.00, -0.20, 11.0, 11.0, 75
1771.39,20150603 21:11:21:0079, c2, 0.72283538, -1.42877083, 758.6, 0.65, 55.00, 2196540, 0.00, 55.00, 4.00, -2.48, 11.0, 11.0, 78
1772.37,20150603 21:11:22:0071, c2, 0.72283538, -1.42877083, 758.2, 0.34, 55.00, 2196540, 0.00, 55.00, 4.00, -1.99, 11.0, 11.0, 80
1773.39,20150603 21:11:23:0079, c2, 0.72283538, -1.42877083, 758.5, 0.10, 55.00, 2196540, 0.00, 55.00, 4.00, -0.43, 11.0, 11.0, 83
1774.39,20150603 21:11:24:0087, c2, 0.72283538, -1.42877083, 758.7, 0.55, 55.00, 2196540, 0.00, 55.00, 4.00, 0.07, 11.0, 11.0, 75
1775.39,20150603 21:11:25:0078, c2, 0.72283538, -1.42877083, 755.7, 0.53, 55.00, 2196540, 0.00, 55.00, 4.00, -1.15, 11.0, 11.0, 75
1776.38,20150603 21:11:26:0084, c2, 0.72283538, -1.42877083, 757.5, 0.14, 55.00, 2196540, 0.00, 55.00, 4.00, 0.43, 11.0, 11.0, 81
1777.40,20150603 21:11:27:0094, c2, 0.72283538, -1.42877083, 759.9, 0.31, 55.00, 2196540, 0.00, 55.00, 4.00, 1.33, 11.0, 11.0, 75
1778.40,20150603 21:11:28:0086, c2, 0.72283538, -1.42877083, 759.3, 0.34, 55.00, 2196540, 0.00, 55.00, 4.00, 0.82, 11.0, 11.0, 83
1779.39,20150603 21:11:29:0094, c2, 0.72283538, -1.42877050, 760.4, 0.43, 55.00, 2196541, 0.00, 55.00, 4.00, 0.64, 11.0, 11.0, 74
1780.41,20150603 21:11:30:0101, c2, 0.72283572, -1.42877050, 761.2, 0.23, 55.00, 2196541, 0.00, 55.00, 4.00, 1.19, 11.0, 11.0, 80
1781.39,20150603 21:11:31:0093, c2, 0.72283572, -1.42877050, 764.9, 0.14, 55.00, 2196541, 0.00, 55.00, 4.00, 2.13, 11.0, 11.0, 76
1782.41,20150603 21:11:32:0101, c2, 0.72283572, -1.42877050, 766.2, 0.63, 55.00, 2196541, 0.00, 55.00, 4.00, 1.67, 11.0, 11.0, 75
1783.42,20150603 21:11:33:0109, c2, 0.72283572, -1.42877050, 764.8, 0.73, 55.00, 2196541, 0.00, 55.00, 4.00, 0.48, 11.0, 11.0, 74
1784.40,20150603 21:11:34:0100, c2, 0.72283572, -1.42877050, 766.6, 0.55, 55.00, 2196541, 0.00, 55.00, 4.00, 1.07, 11.0, 11.0, 81
1785.42,20150603 21:11:35:0108, c2, 0.72283572, -1.42877016, 767.1, 0.75, 55.00, 2196542, 0.00, 55.00, 4.00, 0.35, 11.0, 11.0, 73
1786.41,20150603 21:11:36:0116, c2, 0.72283538, -1.42877016, 769.6, 0.65, 55.00, 2196542, 0.00, 55.00, 4.00, 1.83, 11.0, 11.0, 74
1787.44,20150603 21:11:37:0140, c2, 0.72283538, -1.42877016, 771.0, 0.46, 55.00, 2196542, 0.00, 55.00, 4.00, 1.19, 11.0, 11.0, 80
1788.46,20150603 21:11:38:0147, c2, 0.72283538, -1.42877016, 771.1, 0.64, 55.00, 2196542, 0.00, 55.00, 4.00, 1.07, 11.0, 11.0, 72
1789.46,20150603 21:11:39:0156, c2, 0.72283538, -1.42877016, 773.0, 0.21, 55.00, 2196542, 0.00, 55.00, 4.00, 1.34, 11.0, 11.0, 79
1790.50,20150603 21:11:40:0195, c2, 0.72283538, -1.42877016, 777.6, 0.36, 55.00, 2196541, 0.00, 55.00, 4.00, 2.89, 11.0, 11.0, 73
1791.48,20150603 21:11:41:0187, c2, 0.72283538, -1.42877016, 778.3, 0.63, 55.00, 2196542, 0.00, 55.00, 4.00, 1.67, 11.0, 11.0, 80
1792.50,20150603 21:11:42:0195, c2, 0.72283572, -1.42877016, 781.3, 1.14, 0.00, 2196542, 0.00, 55.00, 4.00, 2.27, 11.0, 11.0, 79
1793.51,20150603 21:11:43:0203, c2, 0.72283600, -1.42877050, 783.6, 1.22, 0.00, 2196542, 0.00, 55.00, 4.00, 2.02, 11.0, 11.0, 75
1794.49,20150603 21:11:44:0194, c2, 0.72283600, -1.42877050, 783.3, 0.27, 55.00, 2196542, 0.00, 55.00, 4.00, 0.75, 11.0, 11.0, 70
1795.51,20150603 21:11:45:0202, c2, 0.72283627, -1.42877050, 783.5, 1.05, 0.00, 2196542, 0.00, 55.00, 4.00, -0.08, 11.0, 11.0, 71
1796.51,20150603 21:11:46:0210, c2, 0.72283627, -1.42877050, 781.6, 0.30, 55.00, 2196542, 0.00, 55.00, 4.00, -1.56, 11.0, 11.0, 73
1797.51,20150603 21:11:47:0202, c2, 0.72283627, -1.42877050, 779.2, 0.68, 55.00, 2196542, 0.00, 55.00, 4.00, -2.74, 11.0, 11.0, 73
1798.52,20150603 21:11:48:0209, c2, 0.72283627, -1.42877050, 781.3, 1.08, 0.00, 2196542, 0.00, 55.00, 4.00, -0.39, 11.0, 11.0, 71
1799.52,20150603 21:11:49:0217, c2, 0.72283600, -1.42877050, 781.3, 0.99, 55.00, 2196542, 0.00, 55.00, 4.00, 0.35, 11.0, 11.0, 68
1800.52,20150603 21:11:50:0209, c2, 0.72283572, -1.42877083, 784.9, 1.32, 0.00, 2196540, 0.00, 55.00, 4.00, 1.33, 11.0, 11.0, 74
1801.52,20150603 21:11:51:0217, c2, 0.72283572, -1.42877106, 792.5, 1.27, 0.00, 2196539, 0.00, 55.00, 4.00, 4.76, 11.0, 11.0, 75
1802.53,20150603 21:11:52:0224, c2, 0.72283538, -1.42877083, 789.1, 1.00, 0.00, 2196539, 0.00, 55.00, 4.00, 1.02, 11.0, 11.0, 70
1803.53,20150603 21:11:53:0216, c2, 0.72283538, -1.42877083, 786.8, 0.70, 55.00, 2196539, 0.00, 55.00, 4.00, -0.69, 11.0, 11.0, 69
1804.53,20150603 21:11:54:0224, c2, 0.72283510, -1.42877083, 784.7, 0.55, 55.00, 2196539, 0.00, 55.00, 4.00, -1.62, 11.0, 11.0, 72
1805.54,20150603 21:11:55:0231, c2, 0.72283510, -1.42877083, 786.5, 0.61, 55.00, 2196539, 0.00, 55.00, 4.00, -0.74, 11.0, 11.0, 72
1806.52,20150603 21:11:56:0223, c2, 0.72283538, -1.42877083, 787.3, 1.24, 0.00, 2196539, 0.00, 55.00, 4.00, 0.83, 11.0, 11.0, 69
1807.54,20150603 21:11:57:0231, c2, 0.72283510, -1.42877083, 789.3, 0.84, 55.00, 2196539, 0.00, 55.00, 4.00, 0.96, 11.0, 11.0, 70
1808.55,20150603 21:11:58:0239, c2, 0.72283510, -1.42877083, 789.1, 0.91, 55.00, 2196539, 0.00, 55.00, 4.00, -0.11, 11.0, 11.0, 68
1809.53,20150603 21:11:59:0231, c2, 0.72283538, -1.42877083, 782.6, 0.53, 55.00, 2196539, 0.00, 55.00, 4.00, -2.26, 11.0, 11.0, 71
1810.55,20150603 21:12:00:0239, c2, 0.72283538, -1.42877050, 777.5, 1.07, 0.00, 2196541, 0.00, 55.00, 4.00, -3.46, 11.0, 11.0, 71
1811.55,20150603 21:12:01:0246, c2, 0.72283538, -1.42877050, 779.1, 0.45, 55.00, 2196541, 0.00, 55.00, 4.00, -2.24, 11.0, 11.0, 71
1812.54,20150603 21:12:02:0238, c2, 0.72283572, -1.42877050, 779.5, 1.01, 0.00, 2196541, 0.00, 55.00, 4.00, 0.41, 11.0, 11.0, 70
1813.56,20150603 21:12:03:0246, c2, 0.72283572, -1.42877016, 772.2, 1.65, 0.00, 2196542, 0.00, 55.00, 4.00, -3.54, 11.0, 11.0, 74
1814.56,20150603 21:12:04:0254, c2, 0.72283572, -1.42877016, 766.7, 1.21, 0.00, 2196543, 0.00, 55.00, 4.00, -5.29, 11.0, 11.0, 69
1815.56,20150603 21:12:05:0245, c2, 0.72283600, -1.42876994, 756.7, 1.27, 0.00, 2196544, 0.00, 55.00, 4.00, -8.29, 11.0, 11.0, 69
1816.55,20150603 21:12:06:0253, c2, 0.72283600, -1.42876960, 751.8, 1.01, 0.00, 2196546, 0.00, 55.00, 4.00, -5.54, 11.0, 11.0, 70
1817.57,20150603 21:12:07:0261, c2, 0.72283627, -1.42876960, 748.3, 0.88, 55.00, 2196547, 0.00, 55.00, 4.00, -5.66, 11.0, 11.0, 68
1818.55,20150603 21:12:08:0253, c2, 0.72283627, -1.42876960, 746.4, 1.74, 0.00, 2196548, 0.00, 55.00, 4.00, -3.89, 11.0, 11.0, 70
1819.56,20150603 21:12:09:0260, c2, 0.72283655, -1.42876960, 746.0, 0.98, 55.00, 2196548, 0.00, 55.00, 4.00, -1.73, 11.0, 11.0, 77
1820.58,20150603 21:12:10:0269, c2, 0.72283655, -1.42876960, 748.5, 1.46, 0.00, 2196548, 0.00, 55.00, 4.00, -0.11, 11.0, 11.0, 70
1821.56,20150603 21:12:11:0260, c2, 0.72283655, -1.42876960, 743.7, 0.27, 55.00, 2196548, 0.00, 55.00, 4.00, -2.17, 11.0, 11.0, 77
1822.58,20150603 21:12:12:0268, c2, 0.72283655, -1.42876960, 740.6, 0.87, 55.00, 2196548, 0.00, 55.00, 4.00, -2.90, 11.0, 11.0, 74
1823.57,20150603 21:12:13:0276, c2, 0.72283683, -1.42876938, 737.5, 0.67, 55.00, 2196549, 0.00, 55.00, 4.00, -3.75, 11.0, 11.0, 75
1824.57,20150603 21:12:14:0268, c2, 0.72283683, -1.42876904, 740.6, 0.81, 55.00, 2196550, 0.00, 55.00, 4.00, 0.49, 11.0, 11.0, 74
1825.59,20150603 21:12:15:0275, c2, 0.72283683, -1.42876904, 738.5, 0.67, 55.00, 2196550, 0.00, 55.00, 4.00, -0.82, 11.0, 11.0, 75
1826.58,20150603 21:12:16:0283, c2, 0.72283683, -1.42876904, 733.6, 1.25, 0.00, 2196551, 0.00, 55.00, 4.00, -2.57, 11.0, 11.0, 73
1827.58,20150603 21:12:17:0275, c2, 0.72283683, -1.42876904, 731.7, 0.78, 55.00, 2196551, 0.00, 55.00, 4.00, -1.78, 11.0, 11.0, 70
1828.58,20150603 21:12:18:0283, c2, 0.72283683, -1.42876904, 729.3, 0.65, 55.00, 2196552, 0.00, 55.00, 4.00, -2.63, 11.0, 11.0, 75
1829.60,20150603 21:12:19:0290, c2, 0.72283683, -1.42876871, 727.7, 0.79, 55.00, 2196552, 0.00, 55.00, 4.00, -1.52, 11.0, 11.0, 75
1830.59,20150603 21:12:20:0282, c2, 0.72283683, -1.42876871, 723.9, 1.14, 0.00, 2196553, 0.00, 55.00, 4.00, -3.98, 11.0, 11.0, 71
1831.59,20150603 21:12:21:0290, c2, 0.72283683, -1.42876871, 724.7, 0.35, 55.00, 2196553, 0.00, 55.00, 4.00, -1.44, 11.0, 11.0, 73
1832.61,20150603 21:12:22:0298, c2, 0.72283717, -1.42876871, 724.1, 0.83, 55.00, 2196553, 0.00, 55.00, 4.00, -1.07, 11.0, 11.0, 76
1833.59,20150603 21:12:23:0290, c2, 0.72283683, -1.42876871, 727.6, 0.44, 55.00, 2196552, 0.00, 55.00, 4.00, 1.29, 11.0, 11.0, 73
1834.60,20150603 21:12:24:0297, c2, 0.72283683, -1.42876871, 725.6, 0.32, 55.00, 2196552, 0.00, 55.00, 4.00, 0.17, 11.0, 11.0, 71
1835.62,20150603 21:12:25:0305, c2, 0.72283683, -1.42876871, 724.1, 0.86, 55.00, 2196552, 0.00, 55.00, 4.00, -1.18, 11.0, 11.0, 73
1836.60,20150603 21:12:26:0297, c2, 0.72283655, -1.42876871, 723.1, 0.50, 55.00, 2196552, 0.00, 55.00, 4.00, -0.68, 11.0, 11.0, 73
1837.61,20150603 21:12:27:0305, c2, 0.72283655, -1.42876871, 722.6, 0.46, 55.00, 2196552, 0.00, 55.00, 4.00, -0.62, 11.0, 11.0, 70
1838.61,20150603 21:12:28:0312, c2, 0.72283627, -1.42876871, 726.3, 1.37, 0.00, 2196552, 0.00, 55.00, 4.00, 1.82, 11.0, 11.0, 74
1839.61,20150603 21:12:29:0304, c2, 0.72283627, -1.42876871, 728.1, 0.45, 55.00, 2196551, 0.00, 55.00, 4.00, 2.77, 11.0, 11.0, 75
1840.63,20150603 21:12:30:0312, c2, 0.72283627, -1.42876871, 733.3, 0.31, 55.00, 2196551, 0.00, 55.00, 4.00, 2.85, 11.0, 11.0, 76
1841.62,20150603 21:12:31:0320, c2, 0.72283627, -1.42876871, 734.8, 0.28, 55.00, 2196551, 0.00, 55.00, 4.00, 2.57, 11.0, 11.0, 70
1842.64,20150603 21:12:32:0335, c2, 0.72283627, -1.42876871, 733.2, 0.34, 55.00, 2196551, 0.00, 55.00, 4.00, -0.60, 11.0, 11.0, 76
1843.65,20150603 21:12:33:0351, c2, 0.72283627, -1.42876904, 734.4, 0.49, 55.00, 2196550, 0.00, 55.00, 4.00, 0.80, 11.0, 11.0, 73
1844.67,20150603 21:12:34:0359, c2, 0.72283627, -1.42876904, 735.4, 0.63, 55.00, 2196550, 0.00, 55.00, 4.00, 0.91, 11.0, 11.0, 73
1845.66,20150603 21:12:35:0351, c2, 0.72283627, -1.42876904, 737.0, 0.53, 55.00, 2196550, 0.00, 55.00, 4.00, 1.38, 11.0, 11.0, 73
1846.66,20150603 21:12:36:0358, c2, 0.72283627, -1.42876904, 739.0, 0.80, 55.00, 2196550, 0.00, 55.00, 4.00, 1.93, 11.0, 11.0, 76
1847.68,20150603 21:12:37:0379, c2, 0.72283627, -1.42876904, 741.1, 0.36, 55.00, 2196550, 0.00, 55.00, 4.00, 2.13, 11.0, 11.0, 76
1848.69,20150603 21:12:38:0390, c2, 0.72283627, -1.42876904, 745.6, 0.56, 55.00, 2196550, 0.00, 55.00, 4.00, 3.71, 11.0, 11.0, 75
1849.70,20150603 21:12:39:0398, c2, 0.72283627, -1.42876904, 746.0, 0.31, 55.00, 2196549, 0.00, 55.00, 4.00, 2.08, 11.0, 11.0, 73
1850.72,20150603 21:12:40:0405, c2, 0.72283627, -1.42876904, 745.9, 0.62, 55.00, 2196549, 0.00, 55.00, 4.00, 0.85, 11.0, 11.0, 75
1851.70,20150603 21:12:41:0398, c2, 0.72283627, -1.42876904, 747.6, 0.20, 55.00, 2196550, 0.00, 55.00, 4.00, 1.51, 11.0, 11.0, 75
1852.71,20150603 21:12:42:0405, c2, 0.72283627, -1.42876904, 751.1, 0.38, 55.00, 2196550, 0.00, 55.00, 4.00, 1.96, 11.0, 11.0, 76
1853.71,20150603 21:12:43:0413, c2, 0.72283627, -1.42876904, 756.9, 1.25, 0.00, 2196549, 0.00, 55.00, 4.00, 4.55, 11.0, 11.0, 73
1854.71,20150603 21:12:44:0405, c2, 0.72283627, -1.42876904, 757.0, 0.31, 55.00, 2196549, 0.00, 55.00, 4.00, 2.94, 11.0, 11.0, 75
1855.71,20150603 21:12:45:0413, c2, 0.72283627, -1.42876904, 761.8, 0.27, 55.00, 2196550, 0.00, 55.00, 4.00, 2.97, 11.0, 11.0, 72
1856.72,20150603 21:12:46:0420, c2, 0.72283627, -1.42876904, 759.6, 0.07, 55.00, 2196550, 0.00, 55.00, 4.00, 0.04, 11.0, 11.0, 73
1857.72,20150603 21:12:47:0412, c2, 0.72283627, -1.42876904, 759.4, 0.23, 55.00, 2196550, 0.00, 55.00, 4.00, -0.57, 11.0, 11.0, 74
1858.72,20150603 21:12:48:0420, c2, 0.72283655, -1.42876904, 761.5, 1.12, 0.00, 2196551, 0.00, 55.00, 4.00, 1.67, 11.0, 11.0, 74
1859.73,20150603 21:12:49:0428, c2, 0.72283655, -1.42876904, 760.8, 0.25, 55.00, 2196551, 0.00, 55.00, 4.00, 0.14, 11.0, 11.0, 75
1860.72,20150603 21:12:50:0419, c2, 0.72283655, -1.42876904, 761.7, 0.36, 55.00, 2196551, 0.00, 55.00, 4.00, 0.95, 11.0, 11.0, 73
1861.73,20150603 21:12:51:0427, c2, 0.72283655, -1.42876871, 758.1, 1.29, 0.00, 2196551, 0.00, 55.00, 4.00, -1.51, 11.0, 11.0, 72
1862.74,20150603 21:12:52:0435, c2, 0.72283655, -1.42876871, 758.2, 0.14, 55.00, 2196551, 0.00, 55.00, 4.00, -1.57, 11.0, 11.0, 71
1863.73,20150603 21:12:53:0427, c2, 0.72283627, -1.42876871, 756.7, 0.42, 55.00, 2196552, 0.00, 55.00, 4.00, -0.79, 11.0, 11.0, 80
1864.74,20150603 21:12:54:0435, c2, 0.72283627, -1.42876871, 754.8, 0.32, 55.00, 2196551, 0.00, 55.00, 4.00, -1.03, 11.0, 11.0, 72
1865.74,20150603 21:12:55:0442, c2, 0.72283627, -1.42876871, 755.2, 0.12, 55.00, 2196552, 0.00, 55.00, 4.00, 0.12, 11.0, 11.0, 73
1866.74,20150603 21:12:56:0434, c2, 0.72283655, -1.42876871, 758.3, 0.43, 55.00, 2196552, 0.00, 55.00, 4.00, 1.36, 11.0, 11.0, 78
1867.75,20150603 21:12:57:0442, c2, 0.72283655, -1.42876871, 761.0, 0.04, 55.00, 2196552, 0.00, 55.00, 4.00, 1.89, 11.0, 11.0, 72
1868.75,20150603 21:12:58:0450, c2, 0.72283627, -1.42876849, 765.0, 0.47, 55.00, 2196552, 0.00, 55.00, 4.00, 2.56, 11.0, 11.0, 79
1869.75,20150603 21:12:59:0441, c2, 0.72283627, -1.42876849, 763.9, 0.46, 55.00, 2196552, 0.00, 55.00, 4.00, 1.52, 11.0, 11.0, 75
1870.75,20150603 21:13:00:0449, c2, 0.72283600, -1.42876849, 758.7, 1.64, 174.00, 2196552, 0.00, 55.00, 4.00, -1.32, 11.0, 11.0, 76
1871.76,20150603 21:13:01:0457, c2, 0.72283600, -1.42876815, 752.2, 0.05, 55.00, 2196553, 0.00, 55.00, 4.00, -5.34, 11.0, 11.0, 78
1872.76,20150603 21:13:02:0449, c2, 0.72283600, -1.42876815, 753.5, 0.31, 55.00, 2196553, 0.00, 55.00, 4.00, -1.50, 11.0, 11.0, 72
1873.76,20150603 21:13:03:0456, c2, 0.72283600, -1.42876815, 752.8, 0.39, 55.00, 2196553, 0.00, 55.00, 4.00, -0.95, 11.0, 11.0, 77
1874.77,20150603 21:13:04:0464, c2, 0.72283600, -1.42876815, 751.4, 0.31, 55.00, 2196554, 0.00, 55.00, 4.00, -0.86, 11.0, 11.0, 84
1875.76,20150603 21:13:05:0456, c2, 0.72283572, -1.42876815, 752.0, 0.18, 55.00, 2196553, 0.00, 55.00, 4.00, -0.30, 11.0, 11.0, 76
1876.77,20150603 21:13:06:0464, c2, 0.72283600, -1.42876815, 752.1, 0.27, 55.00, 2196554, 0.00, 55.00, 4.00, -0.53, 11.0, 11.0, 86
1877.78,20150603 21:13:07:0471, c2, 0.72283600, -1.42876815, 754.9, 1.09, 0.00, 2196554, 0.00, 55.00, 4.00, 1.06, 11.0, 11.0, 77
1878.77,20150603 21:13:08:0463, c2, 0.72283600, -1.42876815, 754.2, 0.87, 55.00, 2196554, 0.00, 55.00, 4.00, 0.86, 11.0, 11.0, 84
1879.78,20150603 21:13:09:0471, c2, 0.72283600, -1.42876815, 755.9, 0.12, 55.00, 2196554, 0.00, 55.00, 4.00, 1.22, 11.0, 11.0, 79
1880.78,20150603 21:13:10:0479, c2, 0.72283600, -1.42876815, 756.2, 0.25, 55.00, 2196554, 0.00, 55.00, 4.00, 0.74, 11.0, 11.0, 77
